TRBJ2-2P*01,TRBJ2-4*01,TRBJ1-1*01,TRBJ1-3*01,TRBJ2-2*01,TRBJ2-7*01,TRBJ1-6*01,TRBJ1-2*01,TRBJ2-1*01,TRBJ2-5*01,TRBJ2-3*01,TRBJ2-6*01,TRBJ1-5*01,TRBJ1-4*01
0.0,0.005829903978052126,0.200960219478738,0.05178326474622771,0.03429355281207133,0.19581618655692729,0.05384087791495199,0.13717421124828533,0.053497942386831275,0.027777777777777776,0.03429355281207133,0.023662551440329218,0.11659807956104253,0.0644718792866941
0.0,0.00710811821922933,0.15039281705948374,0.04152637485970819,0.03254769921436588,0.2547699214365881,0.054620276842499066,0.13206135428357652,0.07332585110362888,0.025813692480359147,0.02543958099513655,0.020202020202020204,0.12121212121212122,0.0609801720912832
0.0,0.01766264350897851,0.1309979393582573,0.0347365322343244,0.05740359140418016,0.17162201942890787,0.04916102443332352,0.11922284368560494,0.09979393582572858,0.06800117750956726,0.07977627318221961,0.01972328525169267,0.10303208713570798,0.048866647041507214
0.0,0.013316687473990845,0.1136079900124844,0.03620474406991261,0.05451518934665002,0.1976695796920516,0.05368289637952559,0.08156471077819392,0.1647940074906367,0.05035372451102788,0.05867665418227216,0.01914273824386184,0.10153974198918019,0.05493133583021224
0.0,0.004484304932735426,0.14349775784753363,0.05829596412556054,0.03139013452914798,0.21076233183856502,0.06726457399103139,0.18385650224215247,0.06726457399103139,0.03587443946188341,0.04484304932735426,0.0,0.10762331838565023,0.04484304932735426
0.0,0.0064516129032258064,0.11039426523297491,0.04157706093189964,0.028315412186379927,0.3240143369175627,0.04767025089605735,0.0910394265232975,0.0931899641577061,0.02867383512544803,0.035483870967741936,0.027598566308243727,0.11541218637992831,0.05017921146953405
0.0,0.006770480704129994,0.12965470548408936,0.035545023696682464,0.03215978334461747,0.26844955991875424,0.06127285037237644,0.12186865267433988,0.08158429248476642,0.02945159106296547,0.03757616790792146,0.025050778605280974,0.11983750846310089,0.05077860528097495
0.0,0.01677289500167729,0.0996309963099631,0.03287487420328749,0.061724253606172425,0.22375041932237505,0.039584032203958404,0.08688359610868836,0.1392150285139215,0.06910432740691043,0.07044615900704461,0.028178463602817845,0.09023817510902382,0.04159677960415968
0.0,0.0038910505836575876,0.11284046692607004,0.03501945525291829,0.03501945525291829,0.2898832684824903,0.05512321660181582,0.0959792477302205,0.0940337224383917,0.02594033722438392,0.03631647211413749,0.023346303501945526,0.11543450064850844,0.07717250324254216
0.0,0.011307420494699646,0.12756183745583038,0.03462897526501767,0.04982332155477032,0.22579505300353356,0.03674911660777385,0.08692579505300353,0.14452296819787985,0.0558303886925795,0.0696113074204947,0.018374558303886925,0.09681978798586573,0.04204946996466431
