TRAV10*01,TRAV20*01,TRAV17*01,TRAV39*01,TRAV28*01,TRAV8-3*01,TRAV30*01,TRAV14DV4*01,TRAV40*01,TRAV2*01,TRAV26-1*01,TRAV18*01,TRAV5*01,TRAV26-2*01,TRAV34*01,TRAV8-2*01,TRAV6*01,TRAV29DV5*01,TRAV8-4*01,TRAV1-1*01,TRAV13-2*01,TRAV12-3*01,TRAV8-1*01,TRAV22*01,TRAV38-2DV8*01,TRAV36DV7*01,TRAV23DV6*01,TRAV9-2*01,TRAV9-1*01,TRAV41*01,TRAV27*01,TRAV12-1*01,TRAV8-5*01,TRAV7*01,TRAV3*01,TRAV12-2*01,TRAV33*01,TRAV21*01,TRAV35*01,TRAV13-1*01,TRAV38-1*01,TRAV16*01,TRAV1-2*01,TRAV4*01,TRAV24*01,TRAV8-6*01,TRAV19*01,TRAV25*01
0.026279150713539853,0.021812275205940364,0.043740573152337855,0.03405267432416754,5.8011370228564796e-05,0.02094210465251189,0.007077387167884906,0.028309548671539623,0.019781877247940595,0.015373013110569671,0.03567699269056735,0.0,0.013922728854855551,0.035096878988281704,0.0040027845457709715,0.007773523610627683,0.016939320106740922,0.02778744633948254,0.019143752175426385,0.009977955679313146,0.024828866457825734,0.023378582202111614,0.013284603782341338,0.0196078431372549,0.03335653788142476,0.017461422438798006,0.028251537301311056,0.03666318598445295,0.0004060795915999536,0.032486367327996285,0.031964264995939205,0.036083072282167304,0.0016823297366283792,0.000290056851142824,0.011776308156398654,0.023900684534168697,0.0,0.03805545886993851,0.03521290172873883,0.042290288896623736,0.021812275205940364,0.027033298526511196,0.011950342267084349,0.012762501450284255,0.00968789882817032,0.020652047801369068,0.03498085624782457,0.02239238890822601
0.022796471231165585,0.021000858771176516,0.039659614333671635,0.02342103208681396,0.00031228042782418614,0.024826294012022798,0.007260519946912327,0.036380669841517686,0.013974549145132329,0.020532438129440236,0.03716137091107815,0.0,0.016550862674681865,0.030447341712858147,0.00359122491997814,0.008509641658209072,0.019595596845967678,0.03716137091107815,0.020610508236396284,0.012569287219923491,0.0258412054024514,0.027324537434616287,0.015614021391209307,0.018814895776407214,0.02763681786244047,0.01374033882426419,0.02990085096416582,0.035599968771957216,0.00031228042782418614,0.022796471231165585,0.026699976578967912,0.038332422515418844,0.0018736825669451167,7.807010695604653e-05,0.016472792567725818,0.02498243422593489,0.0,0.04020610508236396,0.02724646732766024,0.044031540323210244,0.01530174096338512,0.026699976578967912,0.017175423530330237,0.017409633851198376,0.010071043797330002,0.020688578343352332,0.039971894761495826,0.018814895776407214
0.02872134769400718,0.019497376415354876,0.04451808892571113,0.027450980392156862,0.00027616680475006904,0.025904446285556475,0.00811930405965203,0.03247721623860812,0.016680475006904172,0.020767743717205193,0.03396851698425849,5.5233360950013806e-05,0.01568627450980392,0.03291908312620823,0.006241369787351561,0.009058271195802265,0.017895608947804474,0.01723280861640431,0.020270643468655068,0.011819939243302956,0.024855012427506214,0.020767743717205193,0.016680475006904172,0.02104391052195526,0.02612537972935653,0.014415907207953604,0.027671913835956918,0.03551505109085888,0.0005523336095001381,0.03164871582435791,0.02971554819110743,0.03645401822700911,0.0025407346037006353,0.00022093344380005522,0.016680475006904172,0.026014913007456505,0.0,0.03916045291355979,0.031206848936757802,0.04352388842861088,0.016846175089754212,0.02629107981220657,0.021982877658105495,0.015741507870753936,0.009886771610052471,0.020436343551505108,0.03330571665285833,0.02115437724385529
0.02451650010784384,0.021568768423323028,0.04356891221511252,0.032137464950751315,0.0005032712632108706,0.027104752318642605,0.009130778632540082,0.03688259400388238,0.018980516212524265,0.018980516212524265,0.032496944424473366,0.0,0.011934718527572075,0.03184988137177367,0.0028758357897764038,0.010496800632683875,0.018477244949313396,0.019483787475735134,0.019268099791501906,0.011287655474872385,0.027967503055575528,0.02264720684448918,0.01552951326479258,0.02300668631821123,0.03019627579265224,0.014091595369904378,0.02947731684520814,0.034581925372061256,0.0005032712632108706,0.03530088431950536,0.026889064634409376,0.03515709253001654,0.0033791070529872744,0.0,0.018692932633546624,0.025163563160543533,0.0,0.040333596951614065,0.03220936084549572,0.04543820547846718,0.004529441368897836,0.028398878424041988,0.015960888633259042,0.01560140915953699,0.009418362211517723,0.021209288949600977,0.03443813358257244,0.018333453159824573
0.030439684329199548,0.019165727170236752,0.05298759864712514,0.018038331454340473,0.0,0.02593010146561443,0.012401352874859075,0.04509582863585118,0.012401352874859075,0.02818489289740699,0.036076662908680945,0.0,0.018038331454340473,0.02142051860202931,0.007891770011273957,0.005636978579481398,0.020293122886133032,0.020293122886133032,0.016910935738444193,0.020293122886133032,0.03269447576099211,0.019165727170236752,0.016910935738444193,0.02480270574971815,0.018038331454340473,0.014656144306651634,0.03269447576099211,0.030439684329199548,0.0011273957158962795,0.02593010146561443,0.02593010146561443,0.038331454340473504,0.006764374295377677,0.0,0.013528748590755355,0.02480270574971815,0.0,0.030439684329199548,0.030439684329199548,0.04735062006764374,0.020293122886133032,0.029312288613303268,0.018038331454340473,0.013528748590755355,0.010146561443066516,0.019165727170236752,0.016910935738444193,0.02705749718151071
0.02112638391185752,0.021661229074183025,0.04482002460287747,0.02781194844092635,0.00032090709739530406,0.026367866502647483,0.00705995614269669,0.037011285232925066,0.019093972295020592,0.018291704551532333,0.03685083168422742,5.3484516232550676e-05,0.013157190993207467,0.03182328715836765,0.004813606460929561,0.009680697438091673,0.014922180028881639,0.035032358132320696,0.012515376798416859,0.009787666470556775,0.02920254586297267,0.0237471252072525,0.01658020003209071,0.01748943680804407,0.0314488955447398,0.017168529710648767,0.027330587794833397,0.03476493555115794,0.0006418141947906081,0.03150238006097235,0.03070011231748409,0.03369524522650692,0.0031555864577204897,0.00016045354869765203,0.01684762261325346,0.025084238113066266,0.0,0.04016687169064556,0.0315558645772049,0.041664438145156975,0.004439214847301707,0.027437556827298495,0.019200941327485694,0.015563994223672247,0.010643418730277585,0.02069850778199711,0.037385676846552925,0.019521848424880996
0.02131560852624341,0.024409809763923904,0.044980517992207196,0.03455191382076553,0.00011460004584001834,0.0212583085033234,0.007277102910841164,0.029738711895484757,0.02131560852624341,0.013408205363282145,0.036843914737565896,0.0,0.011975704790281917,0.03839101535640614,0.005443502177400871,0.008079303231721293,0.0131217052486821,0.040110016044006415,0.0193674077469631,0.0037245014898005958,0.024409809763923904,0.02423790969516388,0.012892505157002063,0.02114370845748338,0.038104515241806095,0.018278707311482924,0.030598212239284897,0.033864313545725416,0.00022920009168003668,0.038104515241806095,0.026587210634884253,0.030655512262204906,0.0022920009168003667,0.0,0.010944304377721752,0.021487508595003438,0.00011460004584001834,0.043032317212926885,0.04159981663992666,0.0406257162502865,0.006532202612881045,0.028077011230804493,0.010715104286041714,0.010772404308961724,0.012262204904881962,0.02412330964932386,0.03260371304148522,0.020284208113683245
0.02081565417061848,0.021564418709129937,0.04447661358758049,0.040183696900114814,0.00014975290770229122,0.018968701642290222,0.007787151200519144,0.030349922627664352,0.025807417760694853,0.011181550441771078,0.03594069784854989,0.0,0.008885339190335946,0.03953476763340488,0.006289622123496231,0.006339539759396995,0.013178255877801628,0.031348275345679626,0.0176209254729696,0.005241351769580193,0.023261618329755904,0.024110218140068886,0.011131632805870314,0.022013677432236808,0.04272949633105376,0.018219937103778765,0.03020016971996206,0.03209703988419108,0.0003993410872061099,0.03908550891029801,0.030948934258473518,0.030649428443068935,0.0018469525283282583,0.00019967054360305495,0.007287974841511506,0.024259971047771178,0.0,0.039185344182099534,0.04003394399241252,0.037937403284580444,0.04028353217191634,0.022363100883542156,0.009134927369839764,0.010732291718664204,0.010582538810961913,0.018719113462786402,0.029002146458343734,0.017920431288374183
0.022628372497824196,0.02117783579924572,0.04351610095735422,0.028140411952422395,0.0005802146794313896,0.027560197272991006,0.008703220191470844,0.035393095445314764,0.016971279373368148,0.019872352770525094,0.03582825645488831,0.0,0.015230635335073977,0.030896431679721496,0.0062373078038874385,0.008703220191470844,0.016971279373368148,0.0040615027560197275,0.0223382651581085,0.010443864229765013,0.02741514360313316,0.02451407020597621,0.011024078909196402,0.020452567449956483,0.02683492892370177,0.010443864229765013,0.027705250942848855,0.04409631563678561,0.0004351610095735422,0.02451407020597621,0.03249202204815782,0.03858427618218741,0.003626341746446185,0.0,0.013199883957064115,0.025384392225123297,0.0,0.041630403249202204,0.03278212938787351,0.04511169132579054,0.014070205976211198,0.030316217000290108,0.01784160139251523,0.01856686974180447,0.012474615607774877,0.023353640847113433,0.0333623440673049,0.02451407020597621
0.021628156904889843,0.022568511552928532,0.04506985491671144,0.03136754433100484,0.00033584094572810315,0.02337452982267598,0.008530360021493821,0.031434712520150454,0.01813541106931757,0.015247178936055884,0.03344975819451908,0.0,0.01262761955937668,0.03499462654486835,0.003828586781300376,0.008127350886620097,0.012157442235357335,0.039965072541644275,0.019948952176249327,0.005910800644814616,0.026128425577646427,0.018202579258463192,0.015448683503492745,0.02015045674368619,0.03533046749059646,0.017195056421278884,0.02868081676518001,0.03606931757119828,0.00033584094572810315,0.03277807630306287,0.0296211714132187,0.029285330467490597,0.002350886620096722,0.0002015045674368619,0.012560451370231058,0.025792584631918324,0.0,0.03942772702847931,0.03136754433100484,0.042047286405158514,0.02418054809242343,0.027068780225685117,0.013232133261687266,0.012291778613648576,0.012090274046211715,0.022635679742074154,0.03492745835572273,0.021896829661472328
