TRBV6-3*01,TRBV20-1*01,TRBV21-1*01,TRBV12-1*01,TRBV7-2*01,TRBV27*01,TRBV3-2*01,TRBV12-5*01,TRBV19*01,TRBV12-4*01,TRBV24-1*01,TRBV23-1*01,TRBV5-3*01,TRBV30*01,TRBV6-7*01,TRBV6-2*01,TRBV11-3*01,TRBV4-3*01,TRBV11-1*01,TRBV7-4*01,TRBV6-4*01,TRBV28*01,TRBV7-5*01,TRBV9*01,TRBV6-8*01,TRBV5-4*01,TRBV5-6*01,TRBV6-5*01,TRBV6-9*01,TRBV4-2*01,TRBV7-7*01,TRBV29-1*01,TRBV18*01,TRBV7-1*01,TRBV13*01,TRBV7-6*01,TRBV7-9*01,TRBV10-1*01,TRBV4-1*01,TRBV14*01,TRBV25-1*01,TRBV5-1*01,TRBV10-3*01,TRBV7-3*01,TRBV3-1*01,TRBV12-2*01,TRBV6-1*01,TRBV7-8*01,TRBV5-7*01,TRBV5-8*01,TRBV6-6*01,TRBV12-3*01,TRBV15*01,TRBV10-2*01,TRBV2*01,TRBV11-2*01,TRBV5-5*01
0.0,0.05212620027434842,0.05727023319615912,0.0037722908093278463,0.021262002743484224,0.04218106995884774,0.02091906721536351,0.0075445816186556925,0.03772290809327846,0.0003429355281207133,0.026748971193415638,0.01886145404663923,0.009945130315500686,0.025377229080932786,0.006858710562414266,0.02091906721536351,0.014060356652949246,0.009945130315500686,0.0024005486968449933,0.009945130315500686,0.028463648834019206,0.05281207133058985,0.010631001371742112,0.04046639231824417,0.00102880658436214,0.016117969821673524,0.016803840877914953,0.042866941015089165,0.0006858710562414266,0.00720164609053498,0.0051440329218107,0.018518518518518517,0.01440329218106996,0.0,0.003429355281207133,0.0054869684499314125,0.03429355281207133,0.027434842249657063,0.017146776406035666,0.012002743484224965,0.006515775034293553,0.04492455418381344,0.013374485596707819,0.038408779149519894,0.02194787379972565,0.00720164609053498,0.023319615912208505,0.004801097393689987,0.00205761316872428,0.0051440329218107,0.012002743484224965,0.03806584362139918,0.00205761316872428,0.0013717421124828531,0.01646090534979424,0.01131687242798354,0.007887517146776405
0.0,0.0707070707070707,0.06883651328095773,0.006359895248784137,0.02843247287691732,0.035166479610924055,0.029928918817807706,0.00935278713056491,0.03367003367003367,0.0003741114852225963,0.03853348297792742,0.017209128320239433,0.011971567527123082,0.025813692480359147,0.0037411148522259632,0.03254769921436588,0.021698466142910586,0.024691358024691357,0.002244668911335578,0.006359895248784137,0.025813692480359147,0.01122334455667789,0.0003741114852225963,0.028058361391694726,0.002618780396558174,0.01421623643845866,0.01870557426112982,0.03479236812570146,0.00710811821922933,0.006359895248784137,0.01122334455667789,0.010101010101010102,0.01945379723157501,0.0003741114852225963,0.00710811821922933,0.010849233071455293,0.019827908716797606,0.02132435465768799,0.011971567527123082,0.01533857089412645,0.012719790497568275,0.030303030303030304,0.013842124953236064,0.03367003367003367,0.01945379723157501,0.008978675645342313,0.019079685746352413,0.008604564160119716,0.00411522633744856,0.005611672278338945,0.015712682379349047,0.037037037037037035,0.003367003367003367,0.0014964459408903852,0.013093901982790871,0.01870557426112982,0.009726898615787506
0.0,0.06034736532234324,0.05710921401236385,0.0029437739181630853,0.030026493965263468,0.03738592876067118,0.030320871357079775,0.011186340889019724,0.039152193111569034,0.00029437739181630853,0.025022078304386224,0.028554607006181926,0.011775095672652341,0.00971445392993818,0.0058875478363261706,0.04180158963791581,0.01619075654989697,0.020900794818957905,0.0020606417427141595,0.007653812187224021,0.0347365322343244,0.024138946128937296,0.003532528701795702,0.030320871357079775,0.0032381513099793936,0.01589637915808066,0.016485133941713276,0.040035325287017955,0.0026493965263467765,0.008536944362672947,0.0058875478363261706,0.018840153076243746,0.0173682661171622,0.0,0.005298793052693553,0.015602001766264351,0.022961436561672065,0.027082720047100384,0.015013246982631734,0.017957020900794818,0.008242566970856638,0.03856343832793641,0.015307624374448043,0.0347365322343244,0.012363850456284957,0.008831321754489255,0.01942890785987636,0.010008831321754489,0.001766264350897851,0.004121283485428319,0.008536944362672947,0.030320871357079775,0.0005887547836326171,0.0023550191345304682,0.01619075654989697,0.018840153076243746,0.0058875478363261706
0.0,0.05742821473158552,0.07865168539325842,0.0033291718684977114,0.014148980441115273,0.0478568456096546,0.0,0.009987515605493134,0.03454015813566375,0.0008322929671244278,0.03786933000416146,0.02455264253017062,0.009987515605493134,0.01914273824386184,0.011235955056179775,0.008322929671244279,0.020807324178110695,0.0,0.0016645859342488557,0.004993757802746567,0.0299625468164794,0.027881814398668332,0.0020807324178110697,0.023304203079483977,0.0033291718684977114,0.014148980441115273,0.017478152309612985,0.03870162297128589,0.004577611319184353,0.00749063670411985,0.00749063670411985,0.018310445276737412,0.02039117769454848,0.0,0.005409904286308781,0.012900540990428632,0.028297960882230546,0.01706200582605077,0.022055763628797336,0.02372034956304619,0.012068248023304202,0.052850603412401165,0.021639617145235122,0.03079483978360383,0.021639617145235122,0.007906783187682065,0.028297960882230546,0.008322929671244279,0.002913025384935497,0.00749063670411985,0.00957136912193092,0.03162713275072826,0.0020807324178110697,0.006242197253433208,0.020807324178110695,0.017478152309612985,0.008322929671244279
0.0,0.07174887892376682,0.05829596412556054,0.013452914798206279,0.008968609865470852,0.026905829596412557,0.0,0.004484304932735426,0.04932735426008968,0.0,0.026905829596412557,0.03139013452914798,0.04484304932735426,0.004484304932735426,0.004484304932735426,0.004484304932735426,0.013452914798206279,0.0,0.0,0.0,0.02242152466367713,0.017937219730941704,0.0,0.026905829596412557,0.008968609865470852,0.017937219730941704,0.03139013452914798,0.04932735426008968,0.0,0.004484304932735426,0.0,0.02242152466367713,0.008968609865470852,0.0,0.0,0.0,0.06726457399103139,0.02242152466367713,0.017937219730941704,0.02242152466367713,0.004484304932735426,0.03139013452914798,0.008968609865470852,0.053811659192825115,0.017937219730941704,0.004484304932735426,0.03139013452914798,0.008968609865470852,0.0,0.004484304932735426,0.008968609865470852,0.04484304932735426,0.0,0.004484304932735426,0.03587443946188341,0.017937219730941704,0.017937219730941704
0.0,0.06523297491039426,0.06308243727598567,0.0032258064516129032,0.022222222222222223,0.06666666666666667,0.026523297491039426,0.008243727598566309,0.032974910394265235,0.0007168458781362007,0.02114695340501792,0.017921146953405017,0.013261648745519713,0.016487455197132617,0.0032258064516129032,0.03727598566308244,0.01827956989247312,0.013978494623655914,0.004301075268817204,0.0064516129032258064,0.024014336917562724,0.06666666666666667,0.0014336917562724014,0.03046594982078853,0.0025089605734767025,0.01003584229390681,0.014695340501792114,0.038351254480286735,0.0032258064516129032,0.013620071684587814,0.004301075268817204,0.02114695340501792,0.01827956989247312,0.0,0.005376344086021506,0.005734767025089606,0.026523297491039426,0.02078853046594982,0.007885304659498209,0.01971326164874552,0.01039426523297491,0.02903225806451613,0.013261648745519713,0.034408602150537634,0.014336917562724014,0.008960573476702509,0.014695340501792114,0.007526881720430108,0.0025089605734767025,0.003942652329749104,0.012186379928315413,0.03189964157706093,0.0007168458781362007,0.0035842293906810036,0.015053763440860216,0.014336917562724014,0.007168458781362007
0.0,0.06127285037237644,0.06398104265402843,0.003385240352064997,0.02945159106296547,0.045023696682464455,0.027081922816519974,0.008801624915368992,0.03825321597833446,0.00033852403520649965,0.040622884224779957,0.05416384563303995,0.010832769126607989,0.016926201760324982,0.004062288422477996,0.02911306702775897,0.017603249830737983,0.026743398781313474,0.003385240352064997,0.005416384563303994,0.026066350710900472,0.028097494922139473,0.002369668246445498,0.025389302640487475,0.003046716316858497,0.015233581584292485,0.016926201760324982,0.04129993229519296,0.004739336492890996,0.010832769126607989,0.006431956668923494,0.013540961408259987,0.013879485443466486,0.0,0.003723764387271496,0.00981719702098849,0.026404874746106973,0.024712254570074477,0.013879485443466486,0.01963439404197698,0.008463100880162491,0.027758970886932972,0.011848341232227487,0.032836831415030465,0.01828029790115098,0.008124576844955992,0.014895057549085985,0.007447528774542992,0.0016926201760324984,0.003723764387271496,0.00981719702098849,0.025389302640487475,0.003046716316858497,0.0013540961408259986,0.012863913337846988,0.01049424509140149,0.009478672985781991
0.0,0.07279436430727944,0.07346528010734653,0.004360952700436095,0.011741026501174102,0.055350553505535055,0.0,0.012411942301241194,0.03790674270379067,0.0016772895001677288,0.032539416303253944,0.024823884602482388,0.015431063401543106,0.01845018450184502,0.006709158000670915,0.008050989600805098,0.015431063401543106,0.0,0.0010063737001006373,0.008050989600805098,0.02549480040254948,0.0637370010063737,0.0016772895001677288,0.03354579000335458,0.0033545790003354577,0.017108352901710835,0.011741026501174102,0.033210332103321034,0.0030191211003019122,0.009392821200939282,0.007715531700771553,0.01442468970144247,0.013082858101308286,0.0,0.005031868500503187,0.010063737001006373,0.02952029520295203,0.02247567930224757,0.015431063401543106,0.023482053002348204,0.00872190540087219,0.05166051660516605,0.012076484401207649,0.030526668903052667,0.012076484401207649,0.01039919490103992,0.02616571620261657,0.008386447500838645,0.0010063737001006373,0.006709158000670915,0.010063737001006373,0.033881247903388124,0.0020127474002012745,0.004360952700436095,0.01442468970144247,0.01576652130157665,0.008050989600805098
0.0,0.06614785992217899,0.06744487678339818,0.0038910505836575876,0.019455252918287938,0.05188067444876784,0.014915693904020753,0.00648508430609598,0.03955901426718547,0.0,0.04345006485084306,0.023994811932555125,0.017509727626459144,0.019455252918287938,0.00324254215304799,0.021400778210116732,0.018158236057068743,0.007133592736705577,0.004539559014267186,0.007782101167315175,0.031776913099870296,0.04928664072632944,0.00324254215304799,0.03955901426718547,0.0038910505836575876,0.01880674448767834,0.017509727626459144,0.03696498054474708,0.0025940337224383916,0.009727626459143969,0.0025940337224383916,0.019455252918287938,0.019455252918287938,0.0,0.0019455252918287938,0.00648508430609598,0.027237354085603113,0.027237354085603113,0.022697795071335927,0.021400778210116732,0.008430609597924773,0.027237354085603113,0.013618677042801557,0.0304798962386511,0.007782101167315175,0.005188067444876783,0.01880674448767834,0.005188067444876783,0.0012970168612191958,0.007782101167315175,0.01297016861219196,0.0304798962386511,0.00324254215304799,0.0019455252918287938,0.004539559014267186,0.014267185473411154,0.008430609597924773
0.0,0.0636042402826855,0.07279151943462897,0.0031802120141342758,0.014840989399293287,0.04734982332155477,0.01342756183745583,0.01060070671378092,0.03851590106007067,0.0007067137809187279,0.040282685512367494,0.03180212014134275,0.009187279151943463,0.020141342756183747,0.0035335689045936395,0.023321554770318022,0.0176678445229682,0.014840989399293287,0.0031802120141342758,0.0049469964664310955,0.025441696113074206,0.013780918727915195,0.00530035335689046,0.029681978798586573,0.0014134275618374558,0.01519434628975265,0.012720848056537103,0.03498233215547703,0.0028268551236749115,0.008480565371024734,0.0063604240282685515,0.013074204946996466,0.013074204946996466,0.0,0.0038869257950530037,0.01342756183745583,0.02685512367491166,0.022614840989399292,0.01802120141342756,0.024734982332155476,0.013074204946996466,0.03286219081272085,0.014134275618374558,0.04063604240282685,0.019434628975265017,0.01060070671378092,0.02756183745583039,0.009187279151943463,0.0017667844522968198,0.007420494699646643,0.013780918727915195,0.03604240282685512,0.0017667844522968198,0.0049469964664310955,0.01696113074204947,0.017314487632508833,0.006713780918727915
