TRAJ45*01,TRAJ14*01,TRAJ26*01,TRAJ53*01,TRAJ10*01,TRAJ16*01,TRAJ1*01,TRAJ31*01,TRAJ15*01,TRAJ37*01,TRAJ7*01,TRAJ20*01,TRAJ3*01,TRAJ32*01,TRAJ40*01,TRAJ38*01,TRAJ12*01,TRAJ23*01,TRAJ9*01,TRAJ42*01,TRAJ54*01,TRAJ8*01,TRAJ4*01,TRAJ19*01,TRAJ41*01,TRAJ36*01,TRAJ58*01,TRAJ57*01,TRAJ6*01,TRAJ34*01,TRAJ17*01,TRAJ22*01,TRAJ29*01,TRAJ33*01,TRAJ5*01,TRAJ13*01,TRAJ61*01,TRAJ43*01,TRAJ48*01,TRAJ56*01,TRAJ51*01,TRAJ24*01,TRAJ35*01,TRAJ59*01,TRAJ27*01,TRAJ2*01,TRAJ47*01,TRAJ25*01,TRAJ44*01,TRAJ50*01,TRAJ30*01,TRAJ55*01,TRAJ49*01,TRAJ46*01,TRAJ39*01,TRAJ21*01,TRAJ18*01,TRAJ11*01,TRAJ52*01,TRAJ60*01,TRAJ28*01
0.034400382226469184,0.0,0.0006901311249137336,0.029250942294420556,0.018739714391888304,0.013377926421404682,0.0,0.02489780750650316,0.020757020757020756,0.03397568614959919,0.01098901098901099,0.026915113871635612,0.011307533046663482,0.022933588150979456,0.03418803418803419,0.0083877475181823,0.012369273238838456,0.02442002442002442,0.019058236449540796,0.038169559908690344,0.027870680044593088,0.006476615172267346,0.020066889632107024,0.0,0.018527366353453308,0.01592610288262462,0.016616234007538356,0.020119976641715772,0.017837235228539576,0.023623719275893188,0.020863194776238256,0.020916281785847004,0.025481764612199396,0.024738546477676912,0.01098901098901099,0.019695280564845784,0.00844083452779105,0.0337633381111642,0.029569464352073048,0.012793969315708446,0.0,0.0126347082868822,0.011148272017837236,0.002070393374741201,0.015076710728884642,0.0003716090672612412,0.018155757286192068,0.00021234803843499497,0.018792801401497052,0.008600095556617296,0.0,0.0,0.03885969103360408,0.001645697297871211,0.03185220576524924,0.0,0.009184052662313532,0.014492753623188406,0.033657164091946704,0.0,0.024101502362371928
0.03508462623413258,5.876821814762576e-05,0.0008815232722143865,0.03220498354489892,0.021097790314997648,0.012811471556182416,0.0,0.02844381758345087,0.018629525152797366,0.028620122237893748,0.010460742830277385,0.02427127409496944,0.012576398683591913,0.024858956276445698,0.03138222849083216,0.00846262341325811,0.012458862247296662,0.02597555242125059,0.024623883403855195,0.033439116125999056,0.02650446638457922,0.009637987776210626,0.022508227550540667,0.0,0.0134579219558063,0.015514809590973202,0.015162200282087448,0.021626704278326282,0.021567936060178657,0.025740479548660086,0.021685472496473908,0.02732722143864598,0.029207804419370004,0.02415373765867419,0.014398213446168312,0.022684532204983544,0.005171603196991067,0.01651386929948284,0.030030559473436764,0.0134579219558063,0.0,0.014104372355430184,0.009461683121767747,0.0011753643629525152,0.015632346027268453,0.00041137752703338036,0.015573577809120828,0.0003526093088857546,0.023095909732016924,0.009755524212505877,0.0,0.0,0.03872825575928538,0.003232251998119417,0.026151857075693466,5.876821814762576e-05,0.010872120357310767,0.014809590973201692,0.031147155618241655,0.0,0.02274330042313117
0.030357142857142857,5.252100840336135e-05,0.0008403361344537816,0.026680672268907562,0.019905462184873948,0.01402310924369748,0.0,0.025525210084033613,0.018907563025210083,0.032930672268907564,0.009716386554621849,0.02578781512605042,0.016964285714285713,0.02305672268907563,0.03182773109243697,0.005829831932773109,0.0125,0.02888655462184874,0.026050420168067228,0.036817226890756304,0.028256302521008404,0.007247899159663866,0.023319327731092437,0.0,0.017226890756302522,0.015756302521008403,0.013865546218487394,0.008928571428571428,0.02342436974789916,0.02153361344537815,0.018697478991596638,0.024842436974789914,0.031039915966386555,0.024369747899159664,0.017016806722689074,0.020588235294117647,0.008613445378151261,0.02153361344537815,0.02998949579831933,0.013550420168067227,0.0,0.017331932773109245,0.01213235294117647,0.0016281512605042018,0.015493697478991597,0.0010504201680672268,0.016281512605042018,0.00015756302521008404,0.019432773109243698,0.008508403361344537,0.0,0.0,0.038813025210084034,0.0020483193277310925,0.02930672268907563,0.0,0.010556722689075631,0.015966386554621848,0.03177521008403361,0.0,0.02305672268907563
0.03667359071699735,0.0,0.001289305923644438,0.03230427619798009,0.018050282931022132,0.012391662488360433,0.0,0.024353556335506052,0.017907026717283864,0.026788911969056656,0.009025141465511066,0.026574027648449253,0.009956306854809827,0.02170331638134804,0.033307069694147984,0.008452116610557983,0.011102356564715995,0.023708903373683834,0.020557266671441875,0.041257789556622015,0.027290308717140607,0.007520951221259222,0.016975861327985103,0.0,0.018050282931022132,0.016187952152424613,0.017548886182938185,0.0113172408853234,0.01883819210658262,0.029367523816345532,0.020270754243965333,0.02392378769429124,0.027361936824009742,0.03853592149559487,0.011675381419669078,0.021130291526394958,0.0113172408853234,0.02284936609125421,0.028293102213308503,0.013466084091397464,0.0,0.012391662488360433,0.009526538213595014,0.002077215099204928,0.01446887758756536,0.0005730248549530836,0.01905307642719003,0.0005730248549530836,0.018694935892844353,0.010887472244108588,7.162810686913545e-05,0.0,0.0406131365947998,0.0019339588854666572,0.027934961678962825,0.0,0.007306066900651816,0.014039108946350548,0.035527541007091185,0.0,0.027003796289664064
0.04106628242074928,0.0,0.002881844380403458,0.02881844380403458,0.01585014409221902,0.010086455331412104,0.0,0.027377521613832854,0.021613832853025938,0.0446685878962536,0.01440922190201729,0.026657060518731988,0.00792507204610951,0.02881844380403458,0.019452449567723344,0.002881844380403458,0.018011527377521614,0.030979827089337175,0.027377521613832854,0.037463976945244955,0.0345821325648415,0.006484149855907781,0.01585014409221902,0.0,0.016570605187319884,0.020172910662824207,0.016570605187319884,0.001440922190201729,0.01440922190201729,0.02089337175792507,0.020172910662824207,0.021613832853025938,0.027377521613832854,0.027377521613832854,0.010086455331412104,0.027377521613832854,0.002881844380403458,0.026657060518731988,0.03314121037463977,0.012247838616714697,0.0,0.012968299711815562,0.006484149855907781,0.0007204610951008645,0.01729106628242075,0.0,0.018011527377521614,0.001440922190201729,0.024495677233429394,0.012968299711815562,0.0,0.0,0.04178674351585014,0.002161383285302594,0.032420749279538905,0.0,0.006484149855907781,0.018011527377521614,0.029538904899135448,0.0,0.012968299711815562
0.029041166824889962,0.0,0.0006904289289721239,0.03042202468283421,0.01821006300163977,0.012470872529558988,0.0,0.024984896867178735,0.019159402778976438,0.0381893501337706,0.009968067662035038,0.02778976439112799,0.01147838094416156,0.022352636575472512,0.036074911538793476,0.005393976007594718,0.011694139984465349,0.027617157158884957,0.024078708897902822,0.037455769396737726,0.027315094502459652,0.006817985673599724,0.01967722447570553,4.3151808060757745e-05,0.017433330456546128,0.01989298351600932,0.013679123155260205,0.020583412444981446,0.019849831707948563,0.023647190817295244,0.019029947354794165,0.023647190817295244,0.02873910416846466,0.024769137826874947,0.013420212306895659,0.020022438940191595,0.004962457926987141,0.025977388452576165,0.02986105117804436,0.013118149650470355,0.0,0.015362043669629757,0.011694139984465349,0.0011219470095797015,0.0164408388711487,0.001165098817640459,0.014887373780961423,0.0005609735047898507,0.017692241304910677,0.010485889358764133,4.3151808060757745e-05,0.0,0.03978596703201864,0.0020712867869163718,0.028307586087857082,0.0,0.010011219470095797,0.014196944851989298,0.033226892206783466,0.0,0.023388279968930697
0.03516868236791852,0.00010608953957139826,0.0006365372374283895,0.0368130702312752,0.0183004455760662,0.012730744748567792,0.0,0.026681519202206662,0.018990027583280288,0.031932951410990874,0.007373223000212179,0.025249310417992787,0.007744536388712073,0.023817101633778908,0.03384256312327605,0.007956715467854869,0.011086356885211118,0.025355399957564185,0.018459579885423297,0.037714831317632085,0.02933375769149162,0.006736685762783789,0.01766390833863781,0.0,0.014799490770210057,0.015648207086781243,0.016019520475281136,0.021801400381922343,0.0183534903458519,0.02254402715892213,0.017557818799066413,0.023604922554636112,0.025514534266921282,0.0244005941014216,0.011298535964353915,0.01999787820920857,0.008699342244854658,0.02684065351156376,0.030182474008062805,0.014003819223424571,0.0,0.012041162741353702,0.009495013791640144,0.002015701251856567,0.01580734139613834,0.001273074474856779,0.018618714194780395,0.0002652238489284957,0.022384892849565033,0.011510715043496711,0.0,0.0,0.041374920432845325,0.0030765966475705497,0.026681519202206662,0.0,0.010927222575854021,0.013155102906853384,0.0363356673032039,0.0,0.030076384468491407
0.040125720272393924,0.0,0.0001571503404924044,0.0357778941854374,0.014719748559455213,0.011943425877422734,0.0,0.0250392875851231,0.01650078575170246,0.036616029334730224,0.00890518596123625,0.02283918281822944,0.007176532215819801,0.022577265584075433,0.032949188056574125,0.005500261917234154,0.010529072812991095,0.023467784180199056,0.018072289156626505,0.043006809848088,0.03184913567312729,0.003352540597171294,0.012414876898899948,5.238344683080147e-05,0.019539025667888947,0.016238868517548456,0.01760083813514929,0.0178103719224725,0.01283394447354636,0.01896280775275013,0.018386589837611315,0.022682032477737035,0.02996333158721844,0.028025144054478784,0.0071241487689889995,0.016657936092194868,0.011629125196437926,0.03467784180199057,0.031534834992142484,0.015557883708748036,0.0,0.01356731272917758,0.010476689366160294,0.003981141959140911,0.016553169198533262,0.0008381351492928235,0.014929282346778419,0.0001571503404924044,0.022001047668936617,0.011000523834468309,0.0,0.0,0.04525929806181247,0.002566788894709272,0.03143006809848088,0.0,0.008643268727082242,0.01320062860136197,0.0357255107386066,0.0,0.026872708224201153
0.031543557796895084,9.888262632255513e-05,9.888262632255513e-05,0.029071492138831208,0.025116187085929,0.012953624048254722,0.0,0.027588252743992882,0.020765351527736578,0.03787204588153861,0.011865915158706615,0.025017304459606447,0.011964797785029171,0.02274300405418768,0.030258083654701867,0.005735192326708197,0.012656976169287057,0.029071492138831208,0.02432512607534856,0.0356966281024424,0.026105013349154552,0.007317314347869079,0.02007317314347869,0.0,0.014832393948383269,0.017205576980124593,0.0125580935429645,0.017601107485414814,0.01928211213289825,0.021556412538317016,0.022050825669929792,0.022050825669929792,0.024918421833283893,0.024226243449026005,0.014239098190447939,0.02481953920696134,0.004449718184514981,0.03184020567586275,0.029565905270443983,0.0125580935429645,0.0,0.01176703253238406,0.009690497379610403,0.0013843567685157719,0.014535746069415604,0.0006921783842578859,0.013645802432512608,9.888262632255513e-05,0.022446356175220013,0.009097201621675072,0.0,0.0,0.040541876792247605,0.0020765351527736575,0.029763670523089092,0.0,0.01176703253238406,0.015524572332641155,0.03193908830218531,0.0,0.02333629981212301
0.032941450355022696,0.00011640088464672332,0.0004074030962635316,0.02915842160400419,0.018391339774182284,0.013909905715283437,0.0,0.028518216738447212,0.01926434640903271,0.03375625654754976,0.009079269002444419,0.02601559771854266,0.012513095099522756,0.02525899196833896,0.032359445931789084,0.004714235828192294,0.011698288906995693,0.0286928180654173,0.02071935746711675,0.03724828308695146,0.028634617623093935,0.005761843790012804,0.018798742870445816,0.0,0.01583052031195437,0.016354324292864625,0.018798742870445816,0.021708764986613897,0.02205796764055407,0.02112676056338028,0.021010359678733558,0.02106856012105692,0.029274822488650914,0.026888604353393086,0.012571295541846118,0.020602956582470026,0.007216854848096845,0.02525899196833896,0.029274822488650914,0.013211500407403097,0.0,0.014259108369223606,0.009777674310324759,0.0018042137120242113,0.015539518100337563,0.0013968106157606797,0.016354324292864625,0.0002910022116168083,0.02240717029449424,0.008264462809917356,5.820044232336166e-05,0.0,0.04044930741473635,0.002211616808287743,0.027354207891979978,0.0,0.009312070771737865,0.01373530438831335,0.03201024327784891,0.0,0.02456058666045862
