TRAV1-2*01,TRAV8-2*01,TRAV17*01,TRAV41*01,TRAV20*01,TRAV24*01,TRAV30*01,TRAV10*01,TRAV18*01,TRAV12-3*01,TRAV8-6*01,TRAV16*01,TRAV39*01,TRAV38-2DV8*01,TRAV26-2*01,TRAV40*01,TRAV35*01,TRAV26-1*01,TRAV8-1*01,TRAV5*01,TRAV25*01,TRAV9-2*01,TRAV22*01,TRAV8-4*01,TRAV14DV4*01,TRAV21*01,TRAV7*01,TRAV8-5*01,TRAV28*01,TRAV27*01,TRAV36DV7*01,TRAV13-2*01,TRAV9-1*01,TRAV4*01,TRAV38-1*01,TRAV19*01,TRAV6*01,TRAV1-1*01,TRAV12-2*01,TRAV2*01,TRAV12-1*01,TRAV3*01,TRAV13-1*01,TRAV8-3*01,TRAV23DV6*01,TRAV29DV5*01,TRAV34*01
0.023729893295110688,0.010882836969793492,0.03546212241864416,0.020703933747412008,0.022402718054891968,0.01433349259436216,0.006635876201093592,0.01762488719010458,5.308700960874874e-05,0.030471943515421776,0.031746031746031744,0.019695280564845784,0.019005149439932048,0.03243616287094548,0.022084195997239476,0.0083877475181823,0.024366937410415672,0.047247438551786376,0.014598927642405904,0.01810267027658332,0.023889154323936932,0.051228964272442536,0.020119976641715772,0.027180548919679356,0.021606412910760736,0.03227690184211923,0.00015926102882624622,0.0011679142113924723,5.308700960874874e-05,0.027923767054201836,0.012740882306099698,0.026278069756330624,0.00047778308647873863,0.020066889632107024,0.015023623719275894,0.03960290916812656,0.015235971757710888,0.007803790412486065,0.036895471678080376,0.01475818867123215,0.03530286138981791,0.017094017094017096,0.04220417263895525,0.03132133566916176,0.020226150660933268,0.03397568614959919,0.005414874980092371
0.019746121297602257,0.014456981664315938,0.04272449459332393,0.0173366243535496,0.01904090267983075,0.015162200282087448,0.006875881523272214,0.014868359191349318,5.876821814762576e-05,0.02956041372825576,0.03014809590973202,0.017924306535025858,0.014221908791725435,0.02538787023977433,0.015162200282087448,0.004348848142924307,0.02403620122237894,0.040432534085566525,0.018218147625763986,0.021097790314997648,0.02080394922425952,0.06305829807240244,0.015456041372825576,0.04090267983074753,0.0232722143864598,0.04660319699106723,0.0002938410907381288,0.0009402914903620122,0.00011753643629525152,0.02027503526093089,0.011753643629525154,0.02638692994828397,0.0001763046544428773,0.01680771039022097,0.01304654442877292,0.024623883403855195,0.01610249177244946,0.009520451339915375,0.022802068641278796,0.0250940291490362,0.035437235543018336,0.018511988716502115,0.0501880582980724,0.036142454160789844,0.02773859896567936,0.03896332863187588,0.004172543488481429
0.026838235294117645,0.010294117647058823,0.03608193277310924,0.02022058823529412,0.018960084033613444,0.013497899159663866,0.007773109243697479,0.019432773109243698,0.0,0.026995798319327732,0.03203781512605042,0.018119747899159665,0.017279411764705883,0.02389705882352941,0.02153361344537815,0.008035714285714285,0.027468487394957983,0.032930672268907564,0.02022058823529412,0.01880252100840336,0.019170168067226892,0.05136554621848739,0.017279411764705883,0.03660714285714286,0.023529411764705882,0.04065126050420168,0.0001050420168067227,0.0008928571428571428,0.0001050420168067227,0.02531512605042017,0.012867647058823529,0.025262605042016807,0.0002626050420168067,0.020483193277310924,0.012815126050420168,0.0305672268907563,0.015388655462184875,0.007878151260504201,0.039705882352941174,0.025052521008403363,0.04007352941176471,0.019275210084033614,0.04684873949579832,0.03576680672268907,0.02610294117647059,0.021586134453781512,0.004621848739495798
0.0406131365947998,0.014039108946350548,0.04390802951078003,0.01905307642719003,0.02378053148055297,0.014110737053219684,0.009240025786118473,0.01747725807606905,0.0,0.027505193037748014,0.027720077358355417,0.020414010457703604,0.01704748943485424,0.024138672014898645,0.01432562137382709,0.008881885251772796,0.026932168182794928,0.029081011388868993,0.019124704534059164,0.013967480839481412,0.02127354774013323,0.04612850082372323,0.017262373755461642,0.03925220256428623,0.03824940906811833,0.038464293388725736,0.0001432562137382709,0.001289305923644438,0.0001432562137382709,0.028293102213308503,0.011603753312799942,0.026860540075925792,0.0001432562137382709,0.02156006016760977,0.005228851801446888,0.02392378769429124,0.016474464579901153,0.013394455984528328,0.03889406202994055,0.015400042976864122,0.03194613566363441,0.02299262230499248,0.04240383926652819,0.03696010314447389,0.026215887114103574,0.02220471312943199,0.0019339588854666572
0.01585014409221902,0.010806916426512969,0.04971181556195965,0.016570605187319884,0.020172910662824207,0.011527377521613832,0.005043227665706052,0.01440922190201729,0.0,0.024495677233429394,0.03314121037463977,0.02089337175792507,0.012968299711815562,0.03170028818443804,0.023054755043227664,0.005043227665706052,0.025936599423631124,0.04106628242074928,0.012968299711815562,0.012968299711815562,0.019452449567723344,0.04899135446685879,0.01729106628242075,0.03818443804034582,0.018731988472622477,0.035302593659942365,0.0,0.002161383285302594,0.0,0.016570605187319884,0.01440922190201729,0.03170028818443804,0.0,0.02089337175792507,0.02521613832853026,0.02881844380403458,0.026657060518731988,0.00792507204610951,0.043227665706051875,0.019452449567723344,0.03674351585014409,0.021613832853025938,0.059077809798270896,0.037463976945244955,0.005043227665706052,0.03170028818443804,0.005043227665706052
0.025416414947786313,0.011737291792526108,0.04720807801846898,0.019159402778976438,0.02006559074825235,0.014240096660050055,0.007163200138085786,0.013074997842409597,4.3151808060757745e-05,0.030163113834469665,0.02817813066367481,0.017088115992060067,0.015750409942176576,0.03029256925865194,0.024078708897902822,0.006084404936566842,0.030508328298955726,0.03732631397255545,0.01937516181928023,0.017908000345214465,0.02183481487874342,0.05074652627945111,0.01510313282126521,0.02071286786916372,0.026926728229912832,0.04073530680935531,8.630361612151549e-05,0.0012082506257012169,0.00012945542418227324,0.025502718563907827,0.012945542418227323,0.033183740398722704,0.00021575904030378873,0.019073099162854924,0.00517821696729093,0.0245102269785104,0.014024337619746268,0.009493397773366705,0.04000172607232243,0.017519634072667645,0.03490981272115302,0.018727884698368863,0.04466212134288427,0.03581600069042893,0.026754120997669804,0.04034694053680849,0.0047898506947441095
0.014958625079567155,0.008858476554211755,0.04455760661998727,0.024612773180564398,0.02132399745385105,0.01464035646085296,0.008115849777211966,0.015382983237852747,0.0,0.028962444302991726,0.03596435391470401,0.019891788669637173,0.020157012518565668,0.030341608317419902,0.021695310842350945,0.010237640568639931,0.031137279864205388,0.03983662210906005,0.013261192446424782,0.015382983237852747,0.02074050498620836,0.05516656057712709,0.015011669849352854,0.04036706980691704,0.02684065351156376,0.0551135158073414,5.304476978569913e-05,0.000848716316571186,0.0002652238489284957,0.022437937619350732,0.016019520475281136,0.024082325482707403,0.00010608953957139826,0.012306386590282199,0.0062062380649267985,0.02986420538934861,0.013473371525567579,0.004827074050498621,0.027158922130277954,0.015436028007638446,0.030129429238277106,0.017451729259495015,0.039783577339274345,0.03320602588584765,0.02673456397199236,0.04142796520263102,0.005622745597284108
0.019172341540073336,0.010319539025667889,0.04143530644316396,0.02572027239392352,0.017967522262964903,0.014772132006286014,0.0071241487689889995,0.01388161341016239,0.0,0.030120481927710843,0.024882137244630696,0.015819800942902043,0.021372446306966997,0.03871136720796228,0.03143006809848088,0.012362493452069146,0.028758512310110004,0.040492404400209535,0.014457831325301205,0.013410162388685176,0.02079622839182818,0.04599266631744369,0.0177579884756417,0.0321110529072813,0.034101623886851756,0.04389732844421163,0.00010476689366160294,0.0011000523834468307,5.238344683080147e-05,0.0286013619696176,0.013514929282346778,0.022367731796752225,0.0001571503404924044,0.015191199580932426,0.03420639078051336,0.030382399161864852,0.012781561026715557,0.004714510214772132,0.036982713462545835,0.011367207962283918,0.030906233630172867,0.010319539025667889,0.0357778941854374,0.029387113672079624,0.02189628077527501,0.03677317967522263,0.006547930853850184
0.020963116780381687,0.011865915158706615,0.045980421239988134,0.017304459606447147,0.017502224859092256,0.01522792445367349,0.006822901216256304,0.012755858795609611,0.0,0.03203797092850786,0.034510036586571737,0.017996637990705035,0.019380994759220806,0.031444675170572534,0.021160882033026795,0.005438544447740532,0.026896074359734994,0.03549886284979729,0.013546919806190053,0.016711163848511817,0.02481953920696134,0.06911895579946603,0.015524572332641155,0.04528824285573025,0.02234747354889746,0.04093740729753782,0.0,0.0007910610105804411,9.888262632255513e-05,0.020765351527736578,0.00830614061109463,0.028972609512508653,0.00019776525264511026,0.013151389300899832,0.015920102837931376,0.03045584890734698,0.016216750716899042,0.006526253337288638,0.035597745476119845,0.02333629981212301,0.038663106892119055,0.017502224859092256,0.04924354790863245,0.03174132304954019,0.028873726886186096,0.007317314347869079,0.005240779195095422
0.019904551274589687,0.01129088581073216,0.04481434058898848,0.02141776277499709,0.02287277383308113,0.014259108369223606,0.006402048655569782,0.013386101734373181,0.0,0.024444185775811898,0.029682225584914446,0.015655918984984286,0.019613549062972878,0.03311605168199278,0.02176696542893726,0.007624257944360377,0.03317425212431614,0.04592014899313235,0.018391339774182284,0.01606332208124782,0.022698172506111048,0.047840763589803284,0.015888720754277733,0.034512862297753466,0.028518216738447212,0.036957280875334654,5.820044232336166e-05,0.0011640088464672331,5.820044232336166e-05,0.024327784891165175,0.014666511465487139,0.02525899196833896,0.0003492026539401699,0.0147247119078105,0.018507740658829007,0.026888604353393086,0.013444302176696543,0.009661273425678036,0.033581655220579675,0.013909905715283437,0.03061343266208823,0.01228029333022931,0.05150739145617507,0.03393085787451985,0.026073798160866024,0.03783028751018508,0.004947037597485741
