TRBV6-3*01,TRBV20-1*01,TRBV21-1*01,TRBV12-1*01,TRBV7-2*01,TRBV27*01,TRBV3-2*01,TRBV12-5*01,TRBV19*01,TRBV12-4*01,TRBV24-1*01,TRBV23-1*01,TRBV5-3*01,TRBV30*01,TRBV6-7*01,TRBV16*01,TRBV6-2*01,TRBV11-3*01,TRBV4-3*01,TRBV11-1*01,TRBV7-4*01,TRBV6-4*01,TRBV28*01,TRBV7-5*01,TRBV9*01,TRBV6-8*01,TRBV5-4*01,TRBV5-6*01,TRBV6-5*01,TRBV6-9*01,TRBV4-2*01,TRBV7-7*01,TRBV29-1*01,TRBV18*01,TRBV7-1*01,TRBV13*01,TRBV7-6*01,TRBV7-9*01,TRBV10-1*01,TRBV4-1*01,TRBV14*01,TRBV25-1*01,TRBV5-1*01,TRBV7-3*01,TRBV10-3*01,TRBV3-1*01,TRBV12-2*01,TRBV6-1*01,TRBV7-8*01,TRBV5-7*01,TRBV5-8*01,TRBV6-6*01,TRBV12-3*01,TRBV15*01,TRBV10-2*01,TRBV2*01,TRBV5-5*01,TRBV11-2*01
0.0,0.06800147628713785,0.00692009595866396,0.0011072153533862336,0.04133603985975272,0.034231408008857725,0.0022144307067724672,0.0017530909761948698,0.053330872854770256,0.0009226794611551947,0.014670603432367596,0.0016608230300793503,0.0017530909761948698,0.03810666174570954,0.0002768038383465584,0.0,0.02786491972688688,0.0050747370363535705,0.017161837977486622,0.002952574275696623,0.0005536076766931168,0.010057206126591622,0.07492157224580182,0.00046133973057759734,0.04096696807529064,9.226794611551947e-05,0.01568555083963831,0.021682967337147075,0.051208710094113305,9.226794611551947e-05,0.019929876360952205,0.0023066986528879866,0.01900719689979701,0.02574275696622993,0.0,0.006274220335855324,0.01051854585716922,0.04161284369809928,0.002583502491234545,0.013009780402288245,0.008304115150396751,0.005536076766931168,0.05305406901642369,0.016792766193024545,0.01900719689979701,0.029156670972504153,0.0007381435689241557,0.03801439379959402,0.012548440671710648,0.0005536076766931168,0.007289167743126038,0.01854585716921941,0.04465768591991142,0.0028603063295811037,0.0022144307067724672,0.03626130282339915,0.009226794611551946,0.01919173279202805
0.0,0.09786143687789495,0.006208731644821129,0.00039420518379816696,0.047994481127426825,0.02956538878486252,0.0026608849906376267,0.004237705725830295,0.05696264905883512,0.0011826155513945007,0.007687001084064255,0.00226667980683946,0.0013797181432935843,0.040406031339312115,0.00039420518379816696,0.0,0.04316546762589928,0.013205873657238593,0.028579875825367102,0.004336257021779836,0.00039420518379816696,0.0044348083177293786,0.02108997733320193,0.00019710259189908348,0.03242337636739923,0.0002956538878486252,0.01990736178180743,0.01892184882231201,0.04710751946388095,0.0009855129594954174,0.009362373115206464,0.0031536414703853357,0.020892874741302848,0.03951906967576624,0.0,0.007095693308367005,0.011431950330146842,0.043362570217798366,0.005617423869123879,0.01823198975066522,0.010840642554449591,0.007687001084064255,0.0488814427909727,0.010643539962550507,0.011037745146348674,0.0214841825170001,0.0005913077756972504,0.027988568049669853,0.016063861239775303,0.0004927564797477087,0.004927564797477087,0.021681285108899183,0.05233073814920666,0.0035478466541835024,0.0039420518379816695,0.03380309451069281,0.010347886074701882,0.020794323445353306
0.0,0.07944285014348709,0.005809477147056765,0.0002799748022677959,0.04976552110310072,0.03198712115909568,0.002939735423811857,0.0038496535311821935,0.04836564709176174,0.0006299433051025408,0.011688947994680478,0.00272975432211101,0.0011198992090711837,0.014768670819626234,0.00041996220340169383,0.0,0.038566529012388884,0.012108910198082173,0.02470777630013299,0.0039896409323160915,0.0002799748022677959,0.009029187373136417,0.04185623293903549,0.00020998110170084692,0.042066214040736336,0.00013998740113389796,0.025687688108070275,0.018898299153076222,0.04542591166794988,0.00013998740113389796,0.016098551130398264,0.004479596836284735,0.018058374746272834,0.03366696997270246,0.0,0.0071393574578287955,0.015538601525862672,0.04465598096171344,0.0021698047175754184,0.019318261356477916,0.009099181073703366,0.005249527542521173,0.05690487856092952,0.020998110170084693,0.014278714915657591,0.02050815426611605,0.00041996220340169383,0.025617694407503326,0.01826835584797368,0.00034996850283474485,0.00818926296633303,0.01980821726044656,0.04626583607475327,0.003709666130048296,0.002659760621544061,0.03821656050955414,0.011268985791278784,0.020158185763281305
0.0,0.09935691318327974,0.007502679528403001,0.0005359056806002144,0.02422293676312969,0.03708467309753483,0.0,0.006645230439442658,0.047266881028938904,0.0015005359056806003,0.0082529474812433,0.0036441586280814577,0.0011789924973204715,0.03033226152197213,0.00021436227224008573,0.0,0.013612004287245445,0.0037513397642015005,0.0,0.0008574490889603429,0.00021436227224008573,0.022722400857449088,0.04630225080385852,0.00042872454448017146,0.03193997856377278,0.00010718113612004287,0.01864951768488746,0.017470525187566987,0.035262593783494105,0.00042872454448017146,0.015326902465166131,0.0030010718113612006,0.019185423365487675,0.02829581993569132,0.0,0.005144694533762058,0.009217577706323686,0.04737406216505895,0.006538049303322615,0.03590568060021436,0.009967845659163987,0.01157556270096463,0.059163987138263666,0.01007502679528403,0.0165058949624866,0.030760986066452306,0.0012861736334405145,0.04673097534833869,0.01929260450160772,0.0003215434083601286,0.005144694533762058,0.01457663451232583,0.04287245444801715,0.0037513397642015005,0.006430868167202572,0.05937834941050375,0.011146838156484458,0.021543408360128618
0.0,0.08924731182795699,0.007526881720430108,0.0,0.02903225806451613,0.03870967741935484,0.0,0.005376344086021506,0.06774193548387097,0.002150537634408602,0.0032258064516129032,0.001075268817204301,0.001075268817204301,0.01827956989247312,0.0,0.0,0.01827956989247312,0.004301075268817204,0.0,0.00967741935483871,0.0,0.0032258064516129032,0.00967741935483871,0.0,0.02903225806451613,0.002150537634408602,0.00967741935483871,0.02043010752688172,0.04838709677419355,0.002150537634408602,0.010752688172043012,0.005376344086021506,0.024731182795698924,0.02043010752688172,0.0,0.0064516129032258064,0.015053763440860216,0.06129032258064516,0.016129032258064516,0.02043010752688172,0.015053763440860216,0.015053763440860216,0.05591397849462366,0.02043010752688172,0.02258064516129032,0.02795698924731183,0.001075268817204301,0.047311827956989246,0.030107526881720432,0.0,0.005376344086021506,0.017204301075268817,0.046236559139784944,0.0032258064516129032,0.008602150537634409,0.047311827956989246,0.010752688172043012,0.024731182795698924
0.0,0.0889944576405384,0.0056215360253365,0.00031670625494853525,0.042121931908155184,0.043547110055423596,0.0026920031670625497,0.0018210609659540776,0.04829770387965162,0.0010292953285827395,0.011876484560570071,0.0022169437846397467,0.0011084718923198734,0.02889944576405384,0.00031670625494853525,0.0,0.03776722090261283,0.003642121931908155,0.02470308788598575,0.0034837688044338875,0.00015835312747426763,0.006254948535233571,0.08828186856690419,0.0,0.02644497228820269,0.0,0.020427553444180523,0.017498020585906573,0.04726840855106888,0.00015835312747426763,0.018606492478226443,0.001266825019794141,0.02058590657165479,0.031353919239904986,0.0,0.007205067300079177,0.008788598574821853,0.04631828978622328,0.003800475059382423,0.020902612826603325,0.01060965954077593,0.007125890736342043,0.03974663499604117,0.012905779889152811,0.011163895486935867,0.023752969121140142,0.000791765637371338,0.024861441013460016,0.015281076801266825,0.00031670625494853525,0.005700712589073635,0.01789390340459224,0.04243863816310372,0.003642121931908155,0.0055423594615993665,0.03436262866191607,0.009580364212193191,0.020506730007917657
0.0,0.08792958142148141,0.007584979867028748,0.00046820863376720664,0.04457346193463808,0.03221275400318382,0.0038393107968910946,0.0029965352561101225,0.05543590223803727,0.0010300589942878547,0.014139900739769642,0.0035583856166307706,0.0013109841745481787,0.02659425039797734,0.00018728345350688266,0.0,0.040827792864500424,0.00561850360520648,0.038205824515404066,0.004775728064425508,0.000280925180260324,0.00486936979117895,0.046727221649967225,0.0,0.03502200580578706,0.00018728345350688266,0.01985204607172956,0.0183537784436745,0.04279426912632269,0.000561850360520648,0.023410431688360333,0.0034647438898773295,0.02097574679277086,0.038018541061897185,0.0,0.005899428785466804,0.011049723756906077,0.04270062739956925,0.002528326622342916,0.02228673096731904,0.010862440303399194,0.00908324749508381,0.04129600149826763,0.019102912257702033,0.014420825920029965,0.02088210506601742,0.000842775540780972,0.020413896432250212,0.017230077722633207,0.000280925180260324,0.005431220151699597,0.019945687798483006,0.043730686393857104,0.003090176982863564,0.0026219683490963574,0.03277460436370447,0.008802322314823485,0.01891562880419515
0.0,0.0831075766844359,0.006641614961111596,0.00017477934108188413,0.016079699379533338,0.050336450231582626,0.0,0.005592938914620292,0.05461854408808879,0.0007865070348684785,0.019225727519007252,0.0026216901162282617,0.0011360657170322469,0.032508957441230446,0.0004369483527047103,0.0,0.010923708817617757,0.014157126627632613,0.0,0.003932535174342393,0.0004369483527047103,0.008738967054094207,0.07996154854496199,8.738967054094207e-05,0.04142270383640654,0.0006117276937865944,0.0203617932360395,0.009612863759503626,0.037927117014768856,0.00017477934108188413,0.011535436511404352,0.0026216901162282617,0.018876168836843486,0.024469107751463777,0.0,0.0074281219959800755,0.009088525736257975,0.039587520755046755,0.006641614961111596,0.019750065542252906,0.013458009263305077,0.007078563313816307,0.06318273180110111,0.017477934108188414,0.016079699379533338,0.02709079786769204,0.0004369483527047103,0.04448134230533951,0.014331905968714498,8.738967054094207e-05,0.006641614961111596,0.01730315476710653,0.04168487284802936,0.003146028139473914,0.008738967054094207,0.04063619680153806,0.010661539805994932,0.02586734248011885
0.0,0.0885105077465869,0.006442705936493327,0.0004601932811780948,0.03451449608835711,0.0443319527534898,0.00030679552078539653,0.002300966405890474,0.05997852431354502,0.0007669888019634913,0.017027151403589506,0.0024543641662831722,0.0021475686454977758,0.030219358797361557,0.0,0.0,0.02837858567264918,0.005982512655315232,0.009357263383954595,0.005215523853351741,0.0,0.00797668354042031,0.07240374290535358,0.00015339776039269826,0.04571253259702408,0.0,0.024850437183617118,0.019328117809479982,0.04709311244055837,0.00015339776039269826,0.011044638748274275,0.0019941708851050773,0.02285626629851204,0.02929897223500537,0.0,0.007669888019634913,0.010737843227488879,0.035588280411105996,0.002300966405890474,0.015646571560055222,0.014572787237306335,0.00705629697806412,0.05246203405430281,0.017487344684767602,0.014879582758091732,0.011198036508666973,0.00015339776039269826,0.034974689369535204,0.016106764841233318,0.0009203865623561896,0.006902899217671422,0.021935879736155853,0.046172725878202175,0.0016873753643196808,0.0019941708851050773,0.025924221506366005,0.007669888019634913,0.02469703942322442
0.0,0.08990760483297797,0.0061300639658848615,0.00035536602700781805,0.029850746268656716,0.041044776119402986,0.0013326226012793177,0.007373845060412224,0.05685856432125089,0.0007995735607675906,0.013770433546552949,0.003464818763326226,0.00026652452025586353,0.03660270078180526,0.00017768301350390902,0.0,0.02327647476901208,0.01572494669509595,0.019367448471926084,0.0039090262970859985,0.00026652452025586353,0.00808457711442786,0.019367448471926084,8.884150675195451e-05,0.04548685145700071,8.884150675195451e-05,0.020433546552949537,0.017590618336886993,0.03882373845060412,0.0,0.018834399431414357,0.0030206112295664534,0.022299218194740584,0.02638592750533049,0.0,0.00630774697938877,0.00923951670220327,0.04077825159914712,0.005863539445628998,0.027896233120113717,0.012882018479033405,0.008528784648187633,0.05374911158493248,0.014481165600568585,0.015991471215351813,0.02993958777540867,0.00044420753375977256,0.03909026297085998,0.015813788201847902,0.0005330490405117271,0.006218905472636816,0.01812366737739872,0.0511727078891258,0.0035536602700781805,0.004886282871357498,0.029673063255152808,0.00906183368869936,0.02478678038379531
0.0,0.10550887021475257,0.0071584189231248055,0.0,0.028478057889822595,0.048708372237784,0.0006224712107065049,0.0026455026455026454,0.058979147214441335,0.000778089013383131,0.010426392779333956,0.0020230314347961407,0.002334267040149393,0.035480859010270774,0.0001556178026766262,0.0,0.033302209772798005,0.002956738250855898,0.01649548708372238,0.0009337068160597573,0.000778089013383131,0.005913476501711796,0.06520385932150638,0.0001556178026766262,0.030967942732648614,0.0001556178026766262,0.018674136321195144,0.025676937441643323,0.04435107376283847,0.0009337068160597573,0.007625272331154684,0.001556178026766262,0.025365701836290073,0.028633675692499222,0.0,0.003890445066915655,0.009648303765950824,0.04497354497354497,0.004668534080298786,0.025676937441643323,0.01104886399004046,0.01104886399004046,0.040149393090569564,0.005135387488328665,0.013694366635543105,0.023809523809523808,0.0010893246187363835,0.036414565826330535,0.013071895424836602,0.0003112356053532524,0.006069094304388422,0.02100840336134454,0.046062869592281355,0.0024898848428260194,0.007469654528478058,0.028166822284469345,0.008403361344537815,0.022720199190787427
0.0,0.09180327868852459,0.0028929604628736743,0.0003857280617164899,0.01986499517839923,0.05785920925747348,0.0,0.004243008678881389,0.05188042430086789,0.0003857280617164899,0.017743490838958535,0.002700096432015429,0.0007714561234329798,0.029122468659594985,0.0007714561234329798,0.0,0.013114754098360656,0.011186113789778206,0.0,0.0021215043394406945,0.0003857280617164899,0.010221793635486982,0.07174541947926712,0.0005785920925747348,0.031051108968177435,0.0003857280617164899,0.018900675024108003,0.022757955641272903,0.06248794599807136,0.0,0.013307618129218901,0.0019286403085824494,0.020057859209257473,0.017743490838958535,0.0,0.009643201542912247,0.010028929604628737,0.04243008678881389,0.007521697203471553,0.021986499517839923,0.008486017357762778,0.0048216007714561235,0.07290260366441659,0.006557377049180328,0.01909353905496625,0.0057859209257473485,0.0,0.0514946962391514,0.01292189006750241,0.0021215043394406945,0.007328833172613307,0.021407907425265188,0.06518804243008679,0.0007714561234329798,0.008678881388621022,0.004435872709739634,0.012343297974927676,0.025650916104146576
0.0,0.08843869498006672,0.006590187942396876,0.000488162069807176,0.031974615572370024,0.03807664144495972,0.0,0.00732243104710764,0.06744772597835814,0.0008949637946464893,0.007241070702139777,0.003173053453746644,0.0011390448295500774,0.040354731104059884,0.0005695224147750387,0.0,0.012773574159954438,0.003905296558457408,0.0,0.004637539663168172,0.00032544137987145064,0.006996989667236189,0.00886827760149703,0.000488162069807176,0.03254413798714507,0.00040680172483931334,0.02261817590106582,0.02448946383532666,0.06671548287364738,0.0,0.011146367260597185,0.0022780896591001547,0.02481490521519811,0.03449678626637377,0.0,0.008705556911561305,0.013424456919697339,0.05394190871369295,0.008461475876657716,0.03140509315759499,0.01195997071027581,0.01041412415588642,0.07029533805223334,0.009193718981368481,0.015539825888861769,0.006671548287364738,0.0006508827597429013,0.05394190871369295,0.009925962086079244,0.0017899275892929785,0.003579855178585957,0.02383858107558376,0.06508827597429014,0.0017899275892929785,0.007485151737043365,0.003335774143682369,0.014482141404279555,0.022862256935969407
