,id,TRBV9,TRBV8-2,TRBV7-9,TRBV7-8,TRBV7-7,TRBV7-6,TRBV7-5,TRBV7-4,TRBV7-3,TRBV7-2,TRBV7-1,TRBV6-9,TRBV6-8,TRBV6-7,TRBV6-6,TRBV6-5,TRBV6-4,TRBV6-3,TRBV6-1,TRBV5-8,TRBV5-7,TRBV5-6,TRBV5-5,TRBV5-4,TRBV5-3,TRBV5-2,TRBV5-1,TRBV4-3,TRBV4-2,TRBV4-1,TRBV30,TRBV3-2,TRBV3-1,TRBV29-1,TRBV28,TRBV27,TRBV26,TRBV25-1,TRBV24-1,TRBV23-1,TRBV22-1,TRBV21-1,TRBV20-1,TRBV2,TRBV19,TRBV18,TRBV17,TRBV16,TRBV15,TRBV14,TRBV13,TRBV12-5,TRBV12-4,TRBV12-3,TRBV12-2,TRBV12-1,TRBV11-3,TRBV11-2,TRBV11-1,TRBV10-3,TRBV10-2,TRBV10-1,TRBV1,TRAV3,TRAV20
0,HIP14174.txt,10231,1.0,10786,8034,1036,3066,41.0,252,2472,7943,,75.0,61.0,94.0,7097,11467,1948,7949,10661,1851.0,85.0,6363,1843,8220,248,,20739,3093.0,3603,4549,6530,7519,3.0,9246,11014,9630,,2832,3091,573,1.0,1408,21930,12030,15718,6414,,273.0,3822,2622,1978,1601,13498,,218.0,84.0,1258,4578,807.0,4947,1634,1352,212,,
0,HIP13142.txt,10696,,15621,4462,952,2935,62.0,37,5143,8418,1.0,48.0,43.0,125.0,6897,9890,1975,3736,8480,1896.0,66.0,4514,1911,6162,273,1.0,21349,8.0,3658,9183,13601,11096,3.0,8586,15440,18789,,2589,3720,635,,1461,24261,14415,19035,9960,,183.0,3849,2186,1951,1592,13705,,186.0,98.0,1255,6792,951.0,5272,2005,2554,286,,
0,HIP02928.txt,11635,,11509,3793,837,3023,64.0,73,3605,7192,2.0,72.0,57.0,99.0,7155,12084,1868,7526,9304,1697.0,55.0,6026,1840,5863,250,,15862,3957.0,3950,7704,11337,8525,2.0,4744,1620,7855,,2691,2741,492,,1211,17930,13193,11745,5238,,173.0,3477,2318,3072,1578,13871,,192.0,66.0,1616,6037,1124.0,3084,1621,1733,191,,
0,HIP14096.txt,3273,,5526,1629,367,1122,22.0,77,609,4886,,31.0,18.0,38.0,3517,6195,543,4042,4449,751.0,30.0,2600,716,2931,93,,9075,1752.0,1801,2812,6547,4078,,3341,6352,4387,,1112,1312,214,,455,8769,5092,5941,3276,,101.0,1400,969,650,546,6353,,79.0,33.0,367,1660,247.0,2235,867,826,77,,
0,HIP01765.txt,2023,1.0,2314,810,167,548,10.0,13,727,1765,,12.0,13.0,15.0,1369,2091,296,1592,1947,294.0,18.0,1011,390,1111,69,,3888,754.0,775,1037,1842,1827,2.0,1383,3748,1848,,400,773,110,,175,5647,2026,2816,1439,,47.0,763,439,329,95,2458,,35.0,16.0,258,1090,274.0,976,275,218,29,,
0,HIP14020.txt,6121,,7158,2184,541,1610,25.0,49,2433,5007,1.0,374.0,30.0,96.0,4242,8104,1605,5534,4750,900.0,60.0,4792,607,4872,166,,10727,2492.0,1139,4280,8739,4814,,3813,10944,5925,,1961,4304,241,,604,13100,8137,5978,3011,,130.0,2333,1278,1478,921,9499,,110.0,54.0,1523,2496,427.0,3266,741,922,95,,
0,HIP14244.txt,4725,,5703,1655,442,1254,11.0,127,834,4100,,34.0,30.0,55.0,4108,8191,1122,5648,5068,693.0,50.0,2794,520,2278,117,,7906,2139.0,2008,3831,7633,3173,,6113,11062,7330,,2208,2882,215,3.0,476,12040,4630,5806,2909,,133.0,2194,1197,1139,474,5238,,69.0,30.0,453,1566,200.0,2840,789,926,106,,
0,HIP00819.txt,6472,,7647,2343,690,1828,32.0,146,1376,3099,1.0,39.0,28.0,45.0,3944,6872,1105,1767,5660,992.0,53.0,2807,1347,3241,107,,10625,8.0,2663,3817,3189,6383,1.0,2954,1892,4517,,1341,1651,273,1.0,709,12069,6063,8115,5186,,130.0,1827,1608,1551,1087,8201,,96.0,57.0,1053,3313,412.0,2641,1002,1214,72,,
0,HIP12538.txt,9699,1.0,12503,3792,689,2290,46.0,74,4392,8189,1.0,60.0,54.0,101.0,5763,9439,2037,6026,6538,1420.0,86.0,4877,2192,5903,233,,14865,3283.0,1689,7266,3523,8749,,6312,17444,9351,,2336,3877,585,,1292,20536,9646,10867,6290,,196.0,3782,1970,1638,1338,11088,,162.0,67.0,1555,4304,1055.0,5364,567,525,157,,
0,HIP14036.txt,4298,,7796,2787,744,1937,51.0,190,1646,6619,1.0,55.0,39.0,98.0,4850,8580,1088,2740,8103,1188.0,48.0,3569,1095,5610,150,,17145,8.0,2020,3428,7925,7204,1.0,5840,13504,6881,,2148,4523,352,1.0,729,16384,12636,8193,5715,,119.0,2955,1368,955,449,9933,,114.0,51.0,818,3063,524.0,4166,920,1112,160,,
0,HIP01499.txt,3283,,4485,1230,306,764,8.0,15,1608,3671,1.0,22.0,22.0,35.0,2483,3969,780,2852,2954,733.0,19.0,1800,778,1706,78,,5892,1337.0,1269,2414,2025,2960,1.0,1994,877,2812,,970,652,155,,365,7325,4260,4467,2630,,79.0,1298,917,589,723,5278,,38.0,21.0,552,2020,385.0,1281,367,316,40,,
0,HIP02024.txt,9808,,11192,4372,903,2756,57.0,218,2472,10457,1.0,74.0,52.0,116.0,6817,10334,2063,7927,9378,1885.0,73.0,7112,2791,6136,217,,17210,4241.0,4004,7239,3973,9901,2.0,5903,16643,9318,,2106,3547,506,4.0,1203,21040,11047,12360,7101,,203.0,4282,2686,2869,791,13095,,156.0,84.0,1378,5696,1008.0,3736,1444,1302,164,,
0,HIP14170.txt,3019,,4140,1201,439,940,12.0,10,1540,3289,,17.0,8.0,21.0,2250,4313,488,2640,2157,553.0,32.0,1745,588,1768,97,,5451,1450.0,1297,2557,4035,2589,,2038,899,2691,,738,587,167,,375,5775,3296,3958,2420,,78.0,1055,752,604,515,4306,,59.0,24.0,309,1197,235.0,1234,419,403,41,,
0,HIP08236.txt,11778,,16704,4849,1055,3267,54.0,77,5588,5697,2.0,76.0,59.0,97.0,6262,14010,1811,4040,12028,1930.0,106.0,6107,2336,7733,282,,23458,13.0,3276,9758,13521,10141,2.0,8824,18342,14103,,3341,5238,671,1.0,1910,28878,19899,16924,8931,1.0,243.0,4273,2757,1814,1611,14051,,246.0,106.0,1997,6966,1314.0,5594,1826,2658,320,,
0,HIP05574.txt,10108,,11034,3268,679,2660,39.0,87,4388,7432,2.0,53.0,46.0,89.0,5964,8927,2816,6259,7015,1162.0,78.0,4438,2072,6033,215,,13057,3117.0,3474,5388,3572,7637,1.0,5549,10073,8711,1.0,3249,3647,437,,1137,21987,8660,9812,6116,,153.0,3303,2304,1771,2032,12052,,138.0,90.0,3427,4614,1081.0,4619,933,1207,125,,
0,HIP10730.txt,6077,,5714,1143,631,1869,46.0,31,2953,2851,1.0,19.0,37.0,58.0,3446,5222,1506,1765,5240,528.0,34.0,3057,1421,4028,155,,11571,7.0,1584,2759,2509,5182,4.0,3998,7665,4728,,1521,2938,314,,845,11932,7517,7752,3727,3.0,144.0,1950,1530,885,997,6677,,103.0,42.0,2397,3228,758.0,2391,1021,1350,116,,
0,HIP08725.txt,7575,,6457,2593,840,2135,36.0,38,3190,5084,,71.0,30.0,78.0,4314,6896,1202,4800,4392,856.0,53.0,3820,1003,3847,179,,11274,2251.0,2231,3292,2821,3900,1.0,4369,6607,7668,,1985,2474,273,1.0,855,13012,6859,7271,4012,,140.0,2281,1667,1642,902,6877,,118.0,54.0,998,3010,653.0,3059,709,890,114,,
0,HIP04455.txt,3310,,3475,1016,328,818,10.0,20,1120,3425,,18.0,19.0,43.0,2206,4972,416,4482,2380,353.0,31.0,1766,521,1542,111,,5020,2991.0,1852,2270,3144,2446,2.0,3269,4192,2236,,912,1737,131,,150,10746,2568,4901,3913,,44.0,989,590,510,289,3913,,46.0,19.0,407,1388,285.0,1418,191,196,53,,
0,HIP13515.txt,5479,1.0,4977,1635,333,1086,7.0,66,1398,3439,,67.0,19.0,44.0,3065,5355,744,1592,6118,746.0,40.0,3167,985,2931,121,,11311,34.0,1440,4489,2984,1834,,2997,3990,3308,,1256,4457,153,,301,10969,5484,7057,3725,1.0,,1475,1022,655,908,5620,,62.0,26.0,580,2563,307.0,1986,737,586,106,,
0,HIP10815.txt,3635,,2954,721,272,898,4.0,9,993,1963,,17.0,18.0,34.0,2231,5119,739,2167,2523,365.0,18.0,1617,344,1332,65,,4366,1556.0,1401,2908,4697,1774,1.0,2478,486,1964,,985,686,110,,94,7527,1774,3865,2848,2.0,36.0,967,741,785,378,3429,,30.0,12.0,398,1151,247.0,750,241,253,62,,
0,HIP10787.txt,5429,,6442,2237,554,1506,22.0,26,2133,4871,,23.0,23.0,45.0,2348,6333,841,4022,4205,925.0,30.0,2690,750,1878,111,,7876,2006.0,1928,1969,4828,4831,1.0,4055,7524,6259,,1473,1718,276,1.0,637,11618,4900,7931,4206,,154.0,2223,1471,1166,666,7265,,66.0,42.0,716,2345,595.0,1764,583,575,74,,
0,HIP13935.txt,5017,,7699,2538,524,1987,28.0,120,1284,5371,,190.0,21.0,44.0,3305,5677,1204,4421,6161,1150.0,42.0,3555,1900,4560,98,,10715,1988.0,995,3687,2839,6436,1.0,3747,5152,6420,,1439,1584,268,,694,12318,6995,7832,4693,,140.0,2299,1650,1100,910,9096,,80.0,33.0,859,3333,647.0,3441,893,822,77,,
0,HIP14018.txt,8399,,9703,3293,722,2299,29.0,35,3635,6226,1.0,61.0,38.0,81.0,5166,8502,1462,3047,8875,1314.0,51.0,4580,1600,6546,245,,17731,6.0,2821,4835,7805,9094,3.0,6120,9679,8377,,2496,4818,403,2.0,929,22254,10343,12180,6437,3.0,157.0,3186,2246,1414,1944,13225,,144.0,56.0,3304,3987,884.0,1545,1057,1331,140,,
0,HIP03746.txt,9501,,9984,3479,847,2929,57.0,206,2011,7548,1.0,92.0,57.0,130.0,5878,11051,1582,7097,7702,1346.0,90.0,5577,1305,6046,196,1.0,17091,3427.0,2029,6873,5809,6399,3.0,5295,8896,7501,,2294,2505,506,,1033,20103,9879,10546,5091,,170.0,3963,1935,2047,1253,12031,,184.0,85.0,1005,3833,403.0,4739,1622,1631,155,,
0,HIP00904.txt,5541,,8565,2368,700,1802,47.0,184,1915,6562,1.0,52.0,24.0,69.0,3787,5775,1370,4578,4873,1049.0,53.0,2902,1488,4461,156,,11481,1936.0,1950,4018,3489,6245,1.0,4813,8371,6582,,1919,2659,454,,1143,14256,6343,9604,4590,,134.0,2223,1799,868,898,8117,,133.0,73.0,1381,4157,680.0,3227,741,933,102,,
0,HIP02790.txt,2935,1.0,3793,1657,407,997,5.0,176,48,4020,,39.0,20.0,45.0,2241,5600,880,2781,3969,540.0,22.0,1678,243,2410,70,,6172,1761.0,938,4142,5372,2626,,4070,7336,2784,,1472,2103,188,,460,9521,4295,2938,1887,,107.0,1573,1104,643,289,3557,,73.0,16.0,642,2050,182.0,2123,591,567,87,,
0,HIP03184.txt,1142,,1536,562,210,509,7.0,26,202,800,,115.0,9.0,18.0,1070,3294,312,584,1944,193.0,16.0,1154,53,1267,30,,3299,14.0,545,1241,139,980,,3377,1875,734,,807,818,70,,99,2607,1734,1184,658,,45.0,776,456,357,202,1699,,13.0,4.0,121,472,68.0,664,237,279,46,,
0,HIP14142.txt,5119,,6696,2167,754,1811,16.0,16,3066,6619,,43.0,31.0,61.0,3247,6701,2460,7843,3588,724.0,45.0,2354,681,3091,193,,7898,4253.0,1397,3531,5696,4032,1.0,4940,10140,8393,,1814,2902,338,1.0,839,14926,4230,7096,3641,,139.0,2410,1676,1028,544,6144,,108.0,31.0,1020,2531,711.0,3716,391,393,72,,
0,HIP17737.txt,4345,1.0,4625,1628,373,1043,11.0,19,1808,1831,,33.0,9.0,50.0,3245,5597,812,1312,4227,528.0,26.0,2446,631,2585,68,,8845,6.0,1205,3163,5512,4016,2.0,3217,4760,4755,,1972,3032,138,,433,9226,3066,4171,2081,,75.0,1812,984,1107,659,3923,,46.0,26.0,1047,1731,283.0,1936,687,825,67,,
0,HIP09624.txt,4682,,4831,1661,237,1567,19.0,26,1926,1870,1.0,32.0,32.0,36.0,2845,5674,1152,1533,4803,694.0,37.0,2565,658,2751,91,,7329,4.0,1070,2857,2858,3523,1.0,3545,4689,5245,,1623,3444,147,1.0,367,8616,4738,5688,2600,,106.0,1864,1466,943,666,5232,,49.0,30.0,1098,1703,338.0,2039,799,971,78,,
0,HIP01004.txt,10810,,9537,3241,795,2378,65.0,56,5055,6318,,48.0,51.0,105.0,5457,9878,1633,2816,7509,1336.0,59.0,5324,2087,7183,213,,22766,7.0,2914,5502,11300,10687,1.0,6447,2735,7624,,2876,1937,496,1.0,1288,20927,11911,12956,6050,,195.0,2829,1793,1800,1161,12448,,197.0,84.0,1415,4518,1011.0,4929,1037,1406,215,,
0,HIP02734.txt,3445,,3183,1094,269,795,18.0,23,1856,1681,,20.0,15.0,24.0,1625,2347,1501,1077,2715,451.0,15.0,1158,535,1535,60,,4734,3.0,1097,2092,2886,2875,2.0,2203,6555,5589,,764,1264,202,2.0,544,6534,2449,4447,1739,,104.0,1241,802,411,304,3011,,72.0,24.0,694,2038,354.0,1405,519,809,62,,
0,HIP13311.txt,8046,,8144,2814,633,1957,30.0,162,1394,8109,1.0,65.0,32.0,55.0,4568,7943,1002,8458,3668,1018.0,40.0,3434,1295,3505,170,,7401,5840.0,1714,4294,5583,5317,,3769,10767,7547,,1247,2464,334,1.0,825,12559,6060,8171,3499,,145.0,1704,1749,1528,443,6483,,110.0,60.0,1353,4223,529.0,3103,870,814,74,,
0,HIP14059.txt,9794,1.0,10690,3490,1015,2530,37.0,171,2938,12753,2.0,69.0,39.0,79.0,5964,9666,1926,13211,5061,1487.0,86.0,4661,1873,5988,212,,15448,7558.0,3398,3930,3820,7206,1.0,4816,19550,10204,,2462,5050,488,,1169,25933,8075,12057,7975,,301.0,4334,2536,1452,795,11355,,170.0,75.0,2379,5320,673.0,5277,1144,1536,98,,
0,HIP14016.txt,8930,,8773,2692,596,1785,43.0,35,2836,5270,,30.0,42.0,80.0,4082,7410,1814,5653,5506,1423.0,45.0,3826,1496,3631,192,1.0,11176,3032.0,2357,3981,6189,5433,1.0,4826,10854,8342,,2073,5505,451,1.0,1203,14742,6439,9346,3562,,147.0,2958,1839,1795,890,7993,,145.0,70.0,2132,4008,730.0,2952,1377,1341,130,,
0,HIP13958.txt,7283,,9919,3103,907,2787,46.0,185,2737,7525,1.0,64.0,42.0,84.0,5102,9503,2392,6342,7510,1374.0,48.0,3936,2197,6128,142,,18520,2999.0,3100,4585,5051,7382,,6694,11133,10037,,2644,4172,320,1.0,923,19789,7908,11993,7484,,198.0,3185,2569,1282,1697,12359,,172.0,89.0,4045,5412,882.0,4957,1983,2156,93,,
0,HIP13465.txt,1920,,1936,467,166,349,4.0,11,633,1838,1.0,10.0,8.0,22.0,1210,2828,489,2509,1467,209.0,16.0,874,241,902,55,,3439,1517.0,1175,1233,3543,969,,2229,2299,1372,,583,1226,63,,62,6546,1033,2597,2104,,19.0,409,379,297,192,1850,,23.0,8.0,604,641,187.0,654,88,93,29,,
0,HIP01160.txt,3772,,7076,2111,458,1672,20.0,216,88,5691,1.0,35.0,22.0,41.0,3592,5428,997,3583,4751,929.0,32.0,2397,1165,2966,95,,8550,1835.0,2399,3053,4213,4425,,3061,7206,4660,,1041,2467,296,,766,10275,5511,7067,4263,,113.0,1383,1165,896,308,6300,,84.0,48.0,888,3581,282.0,2627,1042,967,78,,
0,HIP13751.txt,8623,1.0,11281,3189,867,2418,47.0,52,3973,7994,1.0,63.0,44.0,69.0,5672,10820,1470,5852,6378,1216.0,65.0,3779,1552,4437,190,,13197,2181.0,2590,4086,7695,7653,2.0,6241,11497,9321,,2347,3362,452,1.0,1267,19079,7160,12015,7246,1.0,173.0,3008,2281,1423,516,10397,,168.0,78.0,1833,4492,1249.0,3246,1109,1140,110,,
0,HIP13947.txt,5135,,7448,2475,597,2208,20.0,28,2074,5634,,67.0,40.0,81.0,4404,7067,1036,5472,5666,1092.0,66.0,3692,937,3085,163,,11198,2699.0,2669,4990,4006,4350,1.0,4310,2187,5239,,1624,2011,283,3.0,619,11759,7280,7963,4042,,151.0,2183,1308,1374,926,8253,,105.0,43.0,552,2736,554.0,2249,737,752,139,,
0,HIP01596.txt,5502,,8147,3025,665,1966,41.0,178,1482,5800,1.0,63.0,46.0,85.0,4656,6037,1265,2321,8085,1236.0,58.0,3756,1613,4369,176,,13595,7.0,2561,4511,228,8670,2.0,4459,2133,4076,,1587,1088,463,1.0,997,13374,9738,9480,4493,,163.0,2449,1360,1284,1047,10654,,137.0,78.0,1118,4145,721.0,2658,1223,1040,194,,
0,HIP14236.txt,4043,,3767,1539,415,1360,20.0,73,747,3363,,21.0,18.0,44.0,2436,4225,612,3558,3562,587.0,26.0,2215,478,2710,93,,6395,1605.0,873,2280,4476,2486,,3063,3635,4527,,1127,1936,192,1.0,430,8369,3411,4134,1911,,97.0,1533,914,732,503,4389,,64.0,37.0,424,1795,209.0,1756,934,828,68,,
0,HIP14043.txt,6807,,11406,3604,614,2257,51.0,39,2914,8605,1.0,41.0,43.0,82.0,4976,7032,1095,8305,4072,1462.0,70.0,3852,1579,4673,224,,9739,4940.0,2079,5415,6268,5062,3.0,4803,15357,7753,,1474,2661,411,2.0,1000,16242,7472,11159,5629,,168.0,2880,1228,1542,449,9817,,134.0,66.0,905,3450,870.0,4048,531,416,113,,
0,HIP09041.txt,4173,,3904,1263,427,948,11.0,19,1823,4673,,19.0,19.0,25.0,2586,5000,583,4729,880,583.0,44.0,2653,480,2897,89,,8105,3357.0,1273,1755,2533,1376,1.0,3560,6941,3251,,1181,2821,187,1.0,417,11372,4164,4295,2939,,116.0,2009,777,662,480,4111,,64.0,24.0,853,1055,281.0,1768,342,445,71,,
0,HIP10823.txt,7491,,10060,2948,705,1956,33.0,134,1564,6131,1.0,70.0,26.0,56.0,4223,7808,1190,5614,4930,1107.0,60.0,4174,889,4197,178,1.0,10062,3342.0,1240,5129,4932,4798,4.0,6486,10662,10637,,1997,5032,362,1.0,1221,15249,5568,12172,4328,5.0,189.0,2540,1938,1540,1582,11375,,139.0,54.0,2354,3615,356.0,3179,1287,1574,104,,
0,HIP09159.txt,4521,,4696,1228,347,794,12.0,72,855,5110,,14.0,16.0,33.0,2133,4015,581,4600,2453,702.0,22.0,2238,936,2523,71,,5035,2657.0,711,2107,4206,3590,,2162,1617,3387,,998,1415,210,1.0,589,6582,3827,6657,2789,,46.0,1172,922,694,763,5442,,52.0,38.0,1678,2381,308.0,1947,367,474,46,,
0,HIP08711.txt,7429,1.0,10246,3712,546,2118,24.0,47,2547,7232,2.0,42.0,33.0,94.0,5405,6574,1165,6427,8349,1282.0,63.0,4110,1393,5854,182,,16018,2425.0,2927,5110,8600,6439,,6057,16261,10513,,1633,2466,392,3.0,905,18634,8151,11219,3992,,214.0,3501,2120,1276,456,10268,,130.0,61.0,900,3572,817.0,3634,1086,804,103,,
0,HIP09022.txt,5605,,10957,3636,743,2067,34.0,224,1725,5683,,48.0,38.0,108.0,5196,7694,1054,2608,7182,1227.0,49.0,3639,1596,4879,196,,18143,10.0,2725,4859,3900,8058,1.0,6088,10839,7820,,1603,4203,544,1.0,1410,23180,9986,10167,6842,5.0,142.0,3272,1902,1702,736,10166,,172.0,73.0,3341,4444,745.0,4040,984,977,179,,
0,HIP00971.txt,12000,,14059,4578,1068,3320,46.0,72,6033,13518,,60.0,40.0,107.0,8813,13151,2503,9065,10591,2080.0,63.0,5968,2592,7056,281,,25040,4404.0,4247,8268,10130,9472,2.0,7591,14023,10454,,2547,3633,633,1.0,1421,25180,11006,18060,9718,,264.0,4142,2386,1686,1449,15446,,206.0,88.0,1771,6473,1287.0,4509,1381,1554,132,,
0,HIP14000.txt,22172,1.0,20443,6253,1662,5193,90.0,130,7337,7220,,120.0,83.0,222.0,11551,20071,3168,5792,13232,2661.0,154.0,9998,3131,10486,463,1.0,29566,13.0,4720,12051,11524,18322,6.0,11754,3721,17815,,4412,3681,1057,5.0,2500,34429,26234,22478,11809,,365.0,6570,4071,6165,3616,27070,,343.0,156.0,2718,10746,1756.0,9193,3158,3511,444,,
0,HIP08986.txt,8409,,7055,3325,747,2642,41.0,165,1816,8122,1.0,38.0,46.0,102.0,4303,7757,1193,9215,4531,1189.0,45.0,3338,1728,4302,164,,10094,5048.0,3475,4071,6099,5043,2.0,5955,8925,11741,,1928,2552,360,1.0,994,17225,5688,7512,4285,,119.0,2878,1574,1989,526,8922,,97.0,56.0,1713,4625,618.0,3785,1083,1229,90,,
0,HIP03111.txt,6341,,7290,2199,564,1879,28.0,33,2906,6735,,31.0,27.0,61.0,3547,6590,1557,6855,3660,884.0,48.0,2866,951,3664,145,1.0,7772,4398.0,1343,2801,3323,3426,1.0,4059,8727,7245,,1949,3366,294,1.0,871,11774,3771,8300,3504,2.0,144.0,2038,1626,1171,1277,8093,,122.0,46.0,1777,3431,513.0,2754,1177,780,81,,
0,HIP04480.txt,6699,,7330,2731,597,1692,28.0,47,2615,5949,1.0,45.0,26.0,62.0,3885,6178,1411,5186,5948,1082.0,53.0,3726,935,3638,177,,10546,3201.0,1508,4363,5079,5163,2.0,3605,13368,7266,,1564,2879,343,2.0,862,19489,7045,7605,3971,,164.0,2917,1711,1338,428,8130,,112.0,60.0,1050,3320,829.0,2972,732,804,113,,
0,HIP02103.txt,15821,,12524,4867,1119,3300,41.0,89,4374,9961,,71.0,61.0,115.0,7586,12095,2663,8894,9384,1669.0,101.0,6734,1813,7314,275,,17621,4310.0,2012,6280,12823,9409,4.0,8875,12183,14218,,3097,4165,551,1.0,1194,26087,12883,11883,5317,,168.0,4538,2581,3265,1582,13017,,220.0,91.0,1746,6281,1169.0,5137,1417,1458,163,,
0,HIP13753.txt,160,,175,49,19,28,,2,27,98,,,2.0,,105,619,118,61,236,18.0,,132,2,74,3,,352,,50,49,1728,59,,933,186,75,,121,110,7,,9,127,174,82,79,,8.0,101,50,54,16,160,,,,4,16,,29,33,17,9,,
0,HIP14079.txt,11063,,14176,4289,852,2998,40.0,85,5064,11520,1.0,79.0,69.0,154.0,8400,12649,2168,8903,9527,2201.0,117.0,5950,2150,7011,319,,17312,4718.0,5000,6151,10344,9357,1.0,7295,26842,12601,,3077,3499,621,,1441,25390,11151,15742,9162,,227.0,4878,2806,1843,1029,10520,,205.0,107.0,1301,5526,1320.0,4220,1161,1248,200,,
0,HIP01597.txt,7981,,8785,2924,781,2119,25.0,39,4597,6259,,38.0,23.0,59.0,4808,8344,1465,4976,4421,1311.0,59.0,3220,1353,3986,188,2.0,10707,2687.0,2596,3608,6535,5900,2.0,4519,9506,7783,,1982,4291,350,,978,14659,6589,9839,6891,,137.0,2528,1904,1469,870,9333,,169.0,57.0,1640,4344,1058.0,2839,1037,1014,97,,
0,HIP08816.txt,4544,,7268,2752,788,2005,37.0,341,104,4901,,43.0,33.0,77.0,4951,8314,2638,2607,8383,1035.0,55.0,4130,1513,4971,133,,16537,6.0,2308,4804,190,7277,3.0,4171,10957,6532,,1669,4111,379,,876,16916,8924,8324,4455,,119.0,2569,1643,987,631,7818,,137.0,66.0,1044,3660,560.0,2629,1163,1261,154,,
0,HIP13686.txt,4993,1.0,7053,2345,518,1482,28.0,28,2547,6034,2.0,27.0,28.0,63.0,3913,5898,838,4261,5317,901.0,33.0,2897,1327,3005,147,,10452,1790.0,2150,3116,5855,5812,2.0,3687,10077,4980,1.0,1107,2725,316,1.0,823,13489,6235,8228,4317,,113.0,2367,1745,861,448,7450,,108.0,56.0,1237,3401,693.0,2098,677,700,90,,
0,HIP12091.txt,4636,,4852,1949,401,1349,26.0,26,1682,4883,,14.0,12.0,14.0,2921,4381,894,5669,2902,726.0,50.0,2311,623,3030,114,,5753,2524.0,1866,1677,4755,2863,3.0,3725,8154,5114,,1293,2178,237,1.0,577,10092,3636,6411,2536,,106.0,2021,1221,1073,276,4388,,96.0,26.0,665,1650,415.0,2322,602,526,61,,
0,HIP04475.txt,10198,,11669,3660,1024,2227,47.0,71,5616,14928,1.0,67.0,50.0,30.0,5633,9027,1927,10554,6337,1638.0,59.0,2546,1969,6684,334,1.0,16856,5958.0,5179,5021,6500,9391,5.0,7184,12043,8187,,2537,3441,602,3.0,1631,23509,8122,14836,6817,,231.0,3397,2400,1530,575,11190,,241.0,92.0,2030,4924,1206.0,5863,1182,1282,143,,
0,HIP13814.txt,3933,,4777,3353,394,1202,18.0,128,772,2235,,46.0,32.0,60.0,3664,6676,756,1654,5943,792.0,64.0,3173,629,3084,112,,9609,5.0,1822,3102,7138,3347,1.0,5251,5490,3738,,1681,1697,209,2.0,482,7933,6999,4778,3027,,114.0,2088,1156,962,482,6571,,70.0,24.0,423,1231,301.0,1436,325,242,149,,
0,HIP02811.txt,8044,,9119,3357,844,1840,49.0,49,4098,6665,2.0,63.0,34.0,78.0,5481,7580,1223,2494,7378,1395.0,55.0,3790,1597,4501,212,,13887,12.0,3339,4448,5726,8866,1.0,5086,14520,6022,,1375,4255,478,1.0,1335,17098,9871,10093,6386,,193.0,872,1602,1047,556,10028,,158.0,78.0,1533,4769,983.0,4073,859,1000,151,,
0,HIP13352.txt,8921,,10912,4557,727,2789,40.0,38,3251,8938,,38.0,39.0,96.0,6348,7909,1204,8013,8679,1508.0,57.0,5147,2091,6910,199,,15596,3391.0,3669,4694,11775,10705,1.0,6251,11284,7682,,2133,2642,430,2.0,1008,21838,10401,13679,5426,,209.0,3752,2452,1600,1155,14785,,132.0,63.0,1472,4601,1319.0,4181,1142,903,123,,
0,HIP14202.txt,5024,,5758,1930,402,1404,26.0,24,2159,6008,1.0,20.0,13.0,38.0,3166,4914,992,5719,3789,840.0,57.0,2259,1176,3449,117,,7910,2694.0,1991,2017,2268,3423,2.0,3441,11728,5047,,1406,2522,252,,840,11860,3817,6852,4541,,101.0,2040,1285,708,290,6028,,105.0,49.0,817,2855,810.0,1659,325,270,45,,
0,HIP04471.txt,4796,,7370,2733,645,1839,18.0,221,62,7926,,31.0,28.0,56.0,4301,7484,1646,5174,6558,1226.0,26.0,3497,1309,3872,134,,10528,2334.0,2808,4275,3883,5738,7.0,5095,11736,7419,,1822,3514,271,,829,16011,6527,10112,4403,3.0,185.0,3029,2003,1459,884,9659,,100.0,55.0,3450,4268,407.0,2424,783,837,96,,
0,HIP10480.txt,14240,,12417,3885,949,3208,54.0,119,4145,4748,,55.0,43.0,83.0,6810,11739,2700,3610,9018,1855.0,77.0,5910,2398,6034,216,,16595,17.0,3125,8850,6273,10423,3.0,5624,4599,11275,,3008,2021,506,2.0,1315,19811,12209,14928,6568,1.0,221.0,4183,2454,2730,2515,13863,,166.0,90.0,3559,5579,1149.0,3907,1307,2217,178,,
0,HIP05535.txt,6447,,9299,3487,635,2635,68.0,354,123,8263,1.0,51.0,31.0,88.0,6263,9905,2145,7469,9937,1501.0,79.0,5013,2206,5597,173,,15955,3492.0,1519,5462,5594,8435,2.0,5263,9157,6660,,2663,2474,497,1.0,1111,20392,8809,12708,6301,,164.0,3367,2277,1520,1068,11547,,152.0,60.0,1198,5663,469.0,3154,1665,1636,111,,
0,HIP13663.txt,9900,,15768,4362,910,3072,27.0,76,3915,7063,1.0,57.0,59.0,109.0,6950,11011,1660,7957,7845,1786.0,76.0,4672,1828,5493,202,,16397,3067.0,3112,7613,4202,7656,3.0,6946,13183,12137,,3033,3805,504,1.0,1167,21807,10226,13763,7353,,237.0,3913,2711,2226,1468,13925,,144.0,66.0,3188,4721,922.0,4812,1206,1139,135,,
