,id,TRBV9,TRBV8-2,TRBV7-9,TRBV7-8,TRBV7-7,TRBV7-6,TRBV7-5,TRBV7-4,TRBV7-3,TRBV7-2,TRBV7-1,TRBV6-9,TRBV6-8,TRBV6-7,TRBV6-6,TRBV6-5,TRBV6-4,TRBV6-3,TRBV6-1,TRBV5-8,TRBV5-7,TRBV5-6,TRBV5-5,TRBV5-4,TRBV5-3,TRBV5-2,TRBV5-1,TRBV4-3,TRBV4-2,TRBV4-1,TRBV30,TRBV3-2,TRBV3-1,TRBV29-1,TRBV28,TRBV27,TRBV26,TRBV25-1,TRBV24-1,TRBV23-1,TRBV22-1,TRBV21-1,TRBV20-1,TRBV2,TRBV19,TRBV18,TRBV17,TRBV16,TRBV15,TRBV14,TRBV13,TRBV12-5,TRBV12-4,TRBV12-3,TRBV12-2,TRBV12-1,TRBV11-3,TRBV11-2,TRBV11-1,TRBV10-3,TRBV10-2,TRBV10-1,TRBV1,TRAV3,TRAV20
0,HIP01795.txt,6051,,7159,2333,664,1812,22.0,52,3844,5242,,31.0,24.0,61.0,3718,5924,1036,3781,3797,858.0,39.0,2889,1115,3187,125,,9007,1498.0,1664,2915,4707,5311,,3625,7085,5563,,1326,2731,329,1.0,837,12922,5253,7837,4660,,124.0,2250,1706,908,465,6479,,103.0,54.0,1613,3170,898.0,2307,615,827,75,,
0,HIP05405.txt,8145,,11170,3353,729,2314,57.0,54,2987,8664,1.0,46.0,46.0,120.0,4318,6940,1303,5857,6737,1265.0,66.0,4580,2107,7182,250,,14158,4033.0,2869,4763,3710,8887,,6041,13412,8249,,2352,4017,466,,1644,22172,9163,10991,6657,,236.0,3535,2398,1818,1749,13001,,186.0,96.0,1455,6087,1105.0,5032,1153,1353,144,,
0,HIP05331.txt,4019,1.0,5009,1612,533,1213,37.0,133,1501,5924,,38.0,31.0,53.0,2537,4639,1149,3276,3708,732.0,32.0,2356,911,2431,111,,7348,1719.0,1677,2317,3758,3925,,2543,7680,3561,,912,1622,266,,679,9713,3840,6667,3091,,99.0,1507,878,764,338,6399,,90.0,41.0,889,2392,546.0,2197,242,284,79,,
0,HIP00761.txt,4568,,6870,1899,486,1297,42.0,44,2264,5639,1.0,47.0,29.0,57.0,3473,5804,1207,3793,4723,816.0,38.0,2554,1191,2884,153,,8932,2001.0,1922,2963,3795,5571,3.0,3031,6015,4378,,1293,1222,293,2.0,668,11464,6081,8067,4491,,146.0,1993,1454,1118,1005,8039,,92.0,41.0,1338,2412,423.0,2142,762,647,93,,
0,HIP05578.txt,9081,,10446,3916,908,2503,32.0,258,2748,11581,,77.0,33.0,94.0,5328,9229,1679,10288,5875,1556.0,57.0,4579,2106,5315,193,1.0,13263,6012.0,2513,5196,3343,7305,1.0,5502,11308,8348,,2153,5730,442,2.0,1202,19468,8614,11043,7572,5.0,191.0,3576,2201,1585,1202,11133,,135.0,69.0,3944,5013,674.0,4374,1099,1045,93,,
0,HIP11553.txt,8839,,11264,3060,690,2511,36.0,65,3583,5885,,48.0,39.0,94.0,5321,8598,4645,7421,7277,1447.0,67.0,4279,1497,3794,197,,9323,4247.0,3827,5457,6670,6946,4.0,4772,2267,7576,,2231,2686,453,1.0,1172,15272,7870,11482,4906,1.0,137.0,3547,1762,2426,1267,9057,,128.0,70.0,1520,4083,870.0,4091,714,966,151,,
0,HIP17370.txt,2271,,2510,663,219,554,3.0,6,733,1463,,26.0,14.0,21.0,1240,2243,234,1430,1617,241.0,20.0,1018,318,1036,54,,1719,817.0,659,1733,2983,1284,1.0,1994,2256,1689,3.0,481,1150,99,,133,5970,1708,2783,2285,,25.0,762,477,342,115,1748,,32.0,13.0,302,741,177.0,1055,281,366,34,,
0,HIP12527.txt,5046,1.0,9350,2492,673,2234,29.0,139,1710,5452,1.0,68.0,31.0,57.0,4034,9212,1592,5118,4259,1227.0,39.0,3387,902,3588,147,,9613,2950.0,2476,5797,4387,5278,3.0,4923,6647,7330,,1911,2923,328,,869,11057,5516,9081,4125,,139.0,2207,1831,1301,785,9520,,115.0,51.0,2052,2915,489.0,2402,947,1140,108,,
0,HIP00822.txt,5405,,5616,1774,490,1223,18.0,25,2057,3915,1.0,24.0,26.0,41.0,2703,3771,983,3162,3665,792.0,29.0,1975,992,2870,112,,9037,1445.0,1559,2121,3823,3697,1.0,3339,9966,4823,,1179,1902,277,,820,13010,4267,6518,3803,,127.0,2116,1486,732,356,4182,,93.0,35.0,1074,2502,598.0,2455,479,586,62,,
0,HIP13244.txt,5800,,7350,2584,806,1936,41.0,249,2327,8003,2.0,71.0,23.0,66.0,4472,7655,1341,4703,5072,906.0,53.0,4398,1668,5230,152,,14756,2112.0,2500,3123,3655,7192,,3394,5431,5263,,1578,2112,287,1.0,841,16951,7829,8775,5881,,140.0,2797,1586,1128,1071,9329,,116.0,53.0,1497,3470,828.0,3703,390,406,98,,
0,HIP13567.txt,6848,,10051,2844,647,1779,24.0,37,3368,9499,1.0,46.0,33.0,71.0,4330,7222,1375,7398,4277,1190.0,51.0,3088,1266,3595,185,,7051,4564.0,2782,3360,7070,5655,4.0,5298,15451,7850,,1754,2743,380,1.0,1255,18326,5516,10410,4386,,167.0,2808,1803,1562,542,7189,,126.0,61.0,1710,4072,945.0,3979,419,391,96,,
0,HIP11717.txt,3627,,5045,1848,464,1370,17.0,22,1713,4886,,38.0,27.0,71.0,2460,5023,789,3757,4445,830.0,21.0,1544,364,2654,118,1.0,8599,1991.0,1430,3012,2711,4065,1.0,3809,5464,2234,,960,1976,286,,659,8679,5129,4749,3886,,117.0,959,992,584,551,5789,,104.0,34.0,768,3274,417.0,3690,591,1305,84,,
0,HIP03693.txt,9985,,13816,3896,1028,2713,64.0,235,2267,12840,3.0,81.0,32.0,83.0,6475,9900,1523,12056,7022,1408.0,76.0,5371,1827,6088,242,,14737,7421.0,2397,5765,4689,9282,2.0,6567,21253,13317,,2378,4431,539,2.0,1624,21529,10234,13398,7126,,228.0,3718,2499,1789,674,13595,,186.0,92.0,1476,6199,808.0,4321,1419,1386,176,,
0,HIP11711.txt,4244,,4434,1263,335,1045,5.0,16,1277,1574,,23.0,21.0,35.0,2164,5425,962,1219,4286,551.0,26.0,1993,509,1656,108,,6907,3.0,2481,4364,7224,2744,,3540,877,2037,,1159,2007,171,1.0,282,10363,3222,5078,2943,1.0,50.0,1260,873,1029,583,5506,,46.0,21.0,1416,1591,366.0,1418,252,411,79,,
0,HIP14022.txt,11887,,12512,3621,1036,2684,43.0,290,2691,6898,1.0,133.0,36.0,132.0,7453,11231,1669,3620,9775,1788.0,97.0,6225,1940,6968,302,,24550,19.0,3755,8421,9459,7855,1.0,8413,2302,9764,1.0,3188,9139,673,1.0,1850,31288,16394,13496,7296,14.0,2.0,4109,2951,2711,1891,12957,,255.0,86.0,1783,6858,900.0,3988,2133,2664,304,,
0,HIP14089.txt,6693,1.0,7719,2449,626,1762,33.0,153,1713,6331,1.0,35.0,36.0,45.0,3124,7204,1283,5734,5920,1202.0,50.0,3695,1329,4290,158,,10768,3508.0,1201,5018,6923,5752,1.0,4459,7248,6304,,1848,4106,339,,976,13880,6673,10683,5011,1.0,170.0,2360,1772,1228,1781,9675,,94.0,59.0,2358,3733,312.0,3346,1161,1472,103,,
0,HIP01797.txt,6272,,6806,2378,451,1302,15.0,10,2713,8924,4.0,21.0,19.0,53.0,4114,5512,890,6264,3940,1056.0,53.0,3233,1495,4015,122,,8589,4006.0,2686,1987,5045,4122,,4782,9443,4694,,1682,3511,292,,904,16480,6995,8507,4791,2.0,146.0,2225,1696,1070,668,6856,,90.0,45.0,3037,3494,993.0,2386,325,322,49,,
0,HIP01870.txt,4294,1.0,6421,2426,418,1468,20.0,156,1509,2742,1.0,255.0,18.0,70.0,3805,5664,1492,1956,5545,840.0,46.0,3390,761,4711,130,,11429,3.0,1632,2565,6805,5585,1.0,4633,10294,4727,,1554,2679,313,2.0,829,14542,7982,7425,3689,,138.0,2249,1494,901,390,5880,,118.0,62.0,1066,3920,527.0,2692,1059,1291,90,,
0,HIP01264.txt,10673,29.0,9946,3655,838,2680,38.0,45,4371,13037,,42.0,37.0,49.0,5887,9761,1639,10500,7056,1445.0,50.0,4609,1810,6016,219,,14378,5635.0,3707,4636,4919,7682,3.0,5873,12949,8159,,2021,3417,486,2.0,1259,21559,8040,12025,6397,,175.0,3061,2019,1686,1390,10232,,141.0,72.0,1775,5156,1346.0,4471,508,524,124,,
0,HIP13449.txt,5286,,5851,2348,641,1549,22.0,31,2893,5086,1.0,21.0,24.0,33.0,3605,5452,968,3724,3891,773.0,44.0,2594,1236,3375,90,,9593,1973.0,1985,2531,2452,4628,,3395,10027,6186,,1029,2058,280,1.0,786,12071,5547,7180,5035,,113.0,1848,1243,714,802,6787,,97.0,35.0,1282,3828,651.0,2989,1098,1176,68,,
0,HIP10814.txt,10101,,9652,4018,972,3073,46.0,297,112,12529,1.0,51.0,36.0,82.0,5332,9180,1480,10940,5906,1714.0,49.0,4409,1859,6457,155,,15878,6323.0,426,4278,11507,7398,,3436,13042,12266,,2475,3698,361,1.0,977,20260,6862,12364,7447,,205.0,3816,2428,1645,784,11952,,139.0,51.0,1823,6005,107.0,5048,1800,2433,88,,
0,HIP00997.txt,10779,,13839,4031,562,2593,40.0,492,141,12069,1.0,104.0,46.0,97.0,5952,10997,2032,11557,5514,1483.0,99.0,4674,1548,5859,221,,11341,7960.0,544,6144,4919,7816,1.0,4546,11152,11299,,2807,4629,604,1.0,1688,16647,7503,12698,6296,,207.0,2461,2727,1811,1062,15052,,219.0,102.0,1413,5387,161.0,4455,1866,2255,150,,
0,HIP13625.txt,4880,1.0,3785,1073,375,974,11.0,24,1081,1134,,31.0,27.0,39.0,2222,5896,551,1190,4876,323.0,37.0,2005,468,1577,93,,6704,6.0,1731,4670,6051,2203,,4549,2638,2113,,4033,2545,123,,129,7238,2994,4845,3477,2.0,51.0,1188,967,1180,499,4718,,44.0,21.0,1492,1512,295.0,966,461,476,115,,
0,HIP13654.txt,8353,1.0,12598,3692,994,2702,40.0,57,3898,7663,,87.0,45.0,95.0,7152,12094,1283,7160,7470,1690.0,79.0,4934,1369,5060,270,,14614,3889.0,3651,5461,9874,6804,,6661,11603,14528,,2493,3104,519,1.0,1158,16585,10261,12263,7541,1.0,196.0,3812,2276,2105,985,11763,,164.0,79.0,1219,4094,1043.0,3894,1108,1244,158,,
0,HIP09430.txt,7137,,8595,2252,716,1792,11.0,48,3521,2895,1.0,49.0,32.0,84.0,4678,9230,1101,2302,6085,988.0,47.0,3832,1028,4404,210,,14968,21.0,2276,6204,6206,4686,2.0,969,8491,6860,,2242,6425,402,1.0,1024,15078,6897,8549,3857,4.0,154.0,2674,1708,1616,1005,8140,,146.0,56.0,2229,3175,586.0,3238,950,1518,157,,
0,HIP05817.txt,5528,,9907,3206,762,1992,24.0,139,1595,3209,1.0,54.0,39.0,71.0,5780,11741,1415,3012,8436,1386.0,71.0,5267,888,4250,165,,13441,8.0,2781,6769,5439,5222,3.0,9189,15812,11502,,2951,4877,310,1.0,700,17433,9793,9356,4133,,156.0,3250,2031,2059,613,8530,,106.0,57.0,856,3304,525.0,3058,1326,1234,137,,
0,HIP13920.txt,5973,,9226,2465,308,1922,28.0,34,3259,6490,1.0,301.0,42.0,80.0,5045,6785,1291,5246,6441,1059.0,37.0,3711,702,3938,186,,12063,2091.0,2487,4826,4365,6715,3.0,3138,7706,7217,,1669,2470,458,1.0,1163,17929,7890,9660,5920,1.0,130.0,2485,1761,1444,825,10312,,153.0,64.0,1192,4954,856.0,2883,1266,1361,134,,
0,HIP09344.txt,10080,,13221,2552,1190,3939,53.0,53,4688,11043,,18.0,40.0,95.0,5380,8018,1407,10452,6426,812.0,57.0,5161,1984,6217,182,,12140,7175.0,4677,6176,6378,6812,1.0,7604,17828,8708,,2102,5505,367,3.0,899,21161,10710,11206,5715,,263.0,4351,2628,1932,1022,9959,,117.0,46.0,1301,4031,1158.0,4066,583,385,89,,
0,HIP14064.txt,9560,,11222,3831,1002,3026,38.0,32,6887,8658,1.0,76.0,37.0,106.0,5462,10611,1294,7295,6260,1612.0,88.0,5477,2087,6977,185,,20102,2836.0,3524,5586,3695,9491,1.0,6293,2204,8193,,2550,3168,268,2.0,863,24422,11928,11333,8111,,205.0,4048,2419,1490,2125,13630,,131.0,56.0,1793,5275,1226.0,5464,1184,1568,96,,
0,HIP13764.txt,7676,,11309,2971,899,3031,52.0,147,2105,4489,,85.0,59.0,98.0,6464,10745,947,3385,9998,1553.0,84.0,5157,1405,6514,193,,18703,12.0,3390,9245,5733,9013,2.0,8058,13036,11194,,3364,3075,543,1.0,1423,25634,11243,13628,6211,,188.0,3551,2403,2021,2158,13696,,231.0,88.0,1247,5036,749.0,5452,1700,2172,203,,
0,HIP13376.txt,13086,,12639,5101,1038,4371,100.0,108,5625,10740,1.0,112.0,74.0,151.0,7483,14485,2322,9811,8414,2147.0,88.0,6134,2542,7645,338,,18317,3855.0,4224,11532,12770,10992,2.0,6537,12041,11103,,2743,3667,489,,1177,24283,11884,17170,7374,,254.0,4830,3377,3037,1484,17172,,236.0,103.0,2157,7943,1549.0,3603,1205,1467,221,,
0,HIP13276.txt,7355,,7737,2429,582,1920,16.0,98,1341,8921,,27.0,18.0,35.0,4459,7678,423,8177,5015,1018.0,39.0,3821,1675,4462,93,,13107,6007.0,1871,3767,3177,5092,,5348,1370,4859,,2056,1179,191,,261,20326,6452,11129,7299,,130.0,2852,1780,1626,1219,9036,,76.0,24.0,2515,3298,415.0,3275,738,638,52,,
0,HIP13823.txt,6257,,5937,2277,563,1715,24.0,33,3085,3857,3.0,22.0,30.0,65.0,3292,5530,1417,1772,5052,913.0,27.0,3006,1241,3400,127,,9114,10.0,2052,4671,2723,5722,1.0,4351,10258,6687,,1191,2062,226,,598,13926,5456,8441,3224,,153.0,2469,1405,1106,474,6436,,84.0,48.0,1325,3353,653.0,2549,636,831,71,,
0,HIP10669.txt,7060,,10991,3065,650,2485,48.0,384,113,9416,1.0,79.0,40.0,94.0,5363,9369,2032,6523,5675,1421.0,56.0,4841,1924,4624,180,,13840,3349.0,1424,6040,7685,7710,4.0,5753,16960,10524,1.0,2250,3842,409,,1196,17013,9441,11568,6031,,225.0,3415,1908,1630,1370,10666,,130.0,70.0,1422,5635,445.0,2327,1083,1018,127,,
0,HIP05841.txt,10045,,9444,3578,947,2490,44.0,57,4247,7338,1.0,66.0,41.0,83.0,5284,9951,1559,6753,6798,1583.0,67.0,4449,1353,5527,218,,13201,3472.0,3250,4623,9276,9636,1.0,6463,10743,11623,,2500,2756,462,1.0,1127,19156,8943,11165,6073,,158.0,3346,2523,1447,1947,13058,,147.0,58.0,2110,4616,1281.0,4371,891,1315,177,,
0,HIP05595.txt,3902,,3524,1207,314,1197,13.0,14,1705,1544,,14.0,13.0,34.0,1765,3416,971,950,2764,544.0,24.0,1753,676,1967,80,,5746,2.0,833,1956,1874,2621,1.0,2123,3098,2917,,719,1687,149,3.0,410,6597,3148,3568,2257,,65.0,1090,741,884,242,2866,,64.0,38.0,418,1652,329.0,1125,486,395,51,,
0,HIP14221.txt,9879,,9913,3143,990,2561,34.0,38,4794,3880,,34.0,28.0,48.0,5559,11903,1406,2811,6771,1632.0,39.0,3993,1363,4690,184,,16065,4.0,2113,5845,150,8755,2.0,5278,3019,6522,,2147,2369,362,1.0,940,17223,8739,11787,6192,,211.0,2455,2144,2263,1278,11394,,91.0,51.0,1800,4915,919.0,4196,1606,2315,142,,
0,HIP13777.txt,8714,,7599,2459,722,1968,25.0,114,2010,6247,,37.0,28.0,64.0,5030,8558,1737,5649,5825,1168.0,50.0,3783,1334,4406,141,,13035,2341.0,2353,3764,6567,5981,1.0,5029,12091,8025,,1951,5470,296,1.0,796,14857,5280,10351,5402,,171.0,2623,2001,1238,606,8163,,116.0,55.0,1411,3542,503.0,4217,860,1105,88,,
0,HIP13193.txt,2075,1.0,2025,746,176,513,5.0,13,701,1755,,11.0,9.0,13.0,1520,2889,469,1747,2377,295.0,11.0,1404,316,1209,44,,3954,740.0,820,1509,3366,1285,,2003,2306,1897,,920,625,81,,156,3510,2230,2128,945,,31.0,751,328,466,260,2563,,30.0,12.0,223,754,139.0,946,288,231,33,,
0,HIP04611.txt,11950,,12574,3974,671,2458,38.0,66,4775,7028,,54.0,41.0,100.0,5560,9753,1764,6014,6211,1621.0,70.0,5382,1676,6115,214,,13987,3516.0,1361,3734,9562,7926,2.0,7355,18806,13534,,2666,5014,427,2.0,1066,16726,7195,12377,4901,,205.0,3920,2261,2994,757,11798,,140.0,63.0,1629,5854,1146.0,4413,1150,1299,133,,
0,HIP13988.txt,2418,,5623,1895,466,1468,11.0,170,72,2537,2.0,39.0,21.0,48.0,3321,5051,980,1508,4260,958.0,28.0,2625,1325,2712,48,,8278,5.0,1252,3321,77,3837,1.0,2966,1278,3854,,870,2475,187,,552,8761,4501,4586,1975,1.0,64.0,849,649,1133,157,8216,,91.0,30.0,3702,3476,423.0,1864,1027,744,78,,
0,HIP03484.txt,5089,,4300,1559,373,987,15.0,28,1744,2845,,28.0,30.0,42.0,2866,5036,839,1259,5177,685.0,36.0,2591,837,2358,123,,8303,44.0,1861,3736,5487,4808,1.0,3092,4189,2928,,1037,1698,192,,276,10848,4690,5796,3394,,61.0,1175,1250,934,515,6824,,70.0,38.0,731,2116,531.0,1964,511,499,90,,
0,HIP09118.txt,11134,1.0,11115,3773,1108,3477,56.0,70,4441,11207,2.0,70.0,49.0,121.0,6697,11156,1661,12162,8170,1476.0,113.0,5269,1566,7625,362,,16293,6088.0,4231,5602,5854,7258,3.0,7934,16652,10238,,2765,4622,642,,1313,22494,7577,14714,5654,,203.0,4081,2338,2067,759,12191,,207.0,86.0,1330,3482,956.0,4523,536,681,157,,
0,HIP04510.txt,3653,,4891,1518,395,1289,20.0,27,1064,4272,,27.0,17.0,21.0,2449,3853,650,4483,2672,648.0,26.0,1803,900,1628,111,,5168,2169.0,1652,2181,4351,3523,1.0,2987,1162,3548,,1180,2450,220,2.0,620,8391,4262,6109,2700,1.0,110.0,1407,1142,809,606,4399,,67.0,26.0,1274,2087,313.0,2285,254,222,57,,
0,HIP17723.txt,7246,,9199,1691,686,2422,66.0,50,2565,7520,1.0,26.0,33.0,99.0,4152,6016,741,7623,6363,618.0,52.0,4053,2032,5231,206,,11953,5143.0,4149,5287,4673,5773,2.0,4448,10393,5520,1.0,1297,2371,399,,843,16269,7952,7609,4333,,127.0,3046,1783,1332,855,9625,,137.0,57.0,949,3196,842.0,3136,410,464,86,,
0,HIP10358.txt,10685,,6645,3899,827,2764,46.0,44,3854,7555,,57.0,46.0,71.0,6395,12656,1736,7877,9440,1500.0,63.0,5522,2378,6573,181,,17136,3312.0,3156,5078,6608,8768,2.0,6223,3440,9396,,2605,3789,360,,994,19895,10141,9520,5128,,160.0,3316,2042,1994,1168,14669,,153.0,54.0,1667,5715,1187.0,2773,1248,1274,148,,
0,HIP13122.txt,9303,,9766,3212,727,2389,28.0,39,2709,9247,,34.0,35.0,53.0,5182,8314,741,10251,6087,1129.0,67.0,4843,1062,4768,217,,12060,6413.0,4536,6274,212,5774,1.0,6346,9438,8155,,1528,2534,356,,769,17352,7716,11276,4308,,177.0,3401,1859,1883,1577,11051,,105.0,48.0,787,2566,706.0,3770,455,397,119,,
0,HIP13964.txt,9292,,10978,3693,829,2859,44.0,75,4063,5996,1.0,62.0,47.0,71.0,5328,9431,1669,5775,5952,1617.0,70.0,4603,1518,4893,240,1.0,10916,2860.0,2655,5194,3054,6032,1.0,5215,9103,9038,,2299,2509,441,,1186,15281,7345,11836,5405,,168.0,2381,1869,2675,977,10858,,159.0,69.0,1545,4676,1054.0,3708,1017,980,133,,
0,HIP13857.txt,2769,,2744,702,208,592,9.0,20,713,1495,1.0,29.0,14.0,35.0,1772,4070,316,2140,2246,210.0,13.0,1130,236,887,65,,4031,1206.0,1323,3145,4164,1485,,2834,3344,1814,,643,905,107,,78,8954,1371,3528,3174,,18.0,862,577,582,247,2723,,25.0,12.0,594,781,192.0,712,186,199,62,,
0,HIP14238.txt,11158,,12772,4985,1350,3642,45.0,57,5730,9259,2.0,65.0,47.0,110.0,6224,10763,2121,7131,7440,1853.0,61.0,5831,2097,6661,261,,16398,4180.0,1995,8077,7057,11026,2.0,6212,2322,9512,,2663,2066,570,1.0,1409,23745,12479,16281,6677,,200.0,4031,2341,2082,2147,14609,,202.0,66.0,2268,5656,1094.0,4983,1066,1461,184,,
0,HIP14107.txt,1747,1.0,3307,629,314,882,6.0,64,747,2277,1.0,20.0,11.0,21.0,1687,2805,578,842,2546,486.0,24.0,1275,640,1405,53,,4022,2.0,805,857,1063,3054,3.0,1821,4037,2427,,810,1746,142,,434,6674,3241,4552,2454,,88.0,1197,1117,552,345,3906,,35.0,31.0,526,1572,296.0,1060,298,408,35,,
0,HIP00710.txt,2855,,2991,925,255,684,8.0,51,664,2209,,35.0,9.0,25.0,1665,3601,670,2209,2548,358.0,30.0,1582,545,1501,54,,4581,1380.0,1399,1759,1587,2144,,2556,745,2164,,988,892,80,,124,7531,2088,3596,2215,,61.0,1067,788,524,500,3726,,34.0,13.0,466,1258,257.0,1076,321,370,44,,
0,HIP00851.txt,5959,3.0,15594,2258,1001,3180,66.0,587,161,7004,,80.0,51.0,111.0,6281,10968,3166,3455,10828,1660.0,64.0,5288,2577,7733,227,,19115,19.0,3200,7620,293,9107,4.0,6222,24671,17151,,2999,6093,605,,1750,26728,11401,17136,6292,,266.0,4312,3192,2296,870,13957,,263.0,113.0,1841,8474,902.0,3527,2368,2579,186,,
0,HIP09026.txt,8585,,5392,3424,427,2608,26.0,35,3604,4078,2.0,52.0,3.0,60.0,4970,7869,1806,2278,8368,1263.0,56.0,4415,1731,1461,161,,14041,7.0,2040,6603,4754,5390,2.0,6006,5713,7740,,2122,4958,429,,1247,16657,9152,10653,5004,8.0,102.0,1961,2207,2066,1932,11711,,133.0,44.0,1499,3041,762.0,4176,1443,1916,121,,
0,HIP13325.txt,11055,,14328,4968,1038,3826,79.0,341,2961,12461,,71.0,73.0,158.0,8417,14690,1999,9359,11408,2401.0,75.0,7706,3033,8947,266,,22397,3737.0,4225,9589,239,12312,3.0,7244,12652,10669,,2587,4444,646,2.0,1608,21877,13473,17046,6815,,230.0,4899,2557,2996,1674,18124,,220.0,105.0,2022,7897,1445.0,5730,1894,1627,143,,
0,HIP14223.txt,4248,,4300,1878,413,1147,22.0,20,1612,4401,,24.0,24.0,48.0,2856,4697,853,3240,3734,805.0,37.0,2576,850,2958,132,,7015,1750.0,1848,3622,4531,3486,3.0,2796,4886,3306,,808,2449,222,,615,7748,5496,4817,2490,3.0,120.0,1492,1024,951,554,5044,,82.0,40.0,1815,1802,397.0,1876,505,522,72,,
0,HIP15685.txt,3690,,7549,1886,500,1568,26.0,86,1451,5581,1.0,44.0,24.0,39.0,2793,4503,776,3590,3710,873.0,25.0,2388,1125,3638,106,,8530,1331.0,1927,2931,6258,5139,,3469,1100,4183,,1325,1123,261,3.0,803,11855,5187,7915,4071,,104.0,1932,1137,778,829,6016,,106.0,51.0,1149,2921,587.0,2467,620,729,72,,
0,HIP13854.txt,1456,,2147,717,161,443,7.0,39,397,1793,,9.0,9.0,23.0,881,2308,442,1114,1310,294.0,13.0,986,303,741,39,1.0,3205,742.0,815,453,1142,1328,2.0,1366,2294,1570,,542,872,110,,170,4909,1641,2424,1946,3.0,32.0,637,378,440,183,2166,,26.0,18.0,739,877,217.0,960,112,109,30,,
0,HIP09559.txt,11673,,11689,4023,942,2512,44.0,51,5483,8804,,125.0,46.0,112.0,7183,11739,2107,8094,9888,2003.0,78.0,6495,1557,5321,266,,18701,3401.0,3920,7850,6490,9488,2.0,7871,20813,12492,,3515,4956,566,2.0,1338,25766,10636,15117,6050,1.0,257.0,4878,3454,2153,830,11462,,204.0,79.0,1892,5420,998.0,4430,1815,2164,176,,
0,HIP00924.txt,6202,,9956,2665,663,1925,33.0,198,1700,3305,1.0,52.0,39.0,86.0,4049,7955,1889,2358,6385,1158.0,58.0,3844,1574,4629,156,,13110,6.0,1894,4275,4843,7348,2.0,3292,1193,4878,,1619,1500,335,1.0,1019,10305,8353,9516,5105,4.0,138.0,2140,1423,1518,1058,9420,,156.0,63.0,2638,3947,632.0,3535,1282,1479,131,,
0,HIP13894.txt,2046,,2402,876,238,635,3.0,13,904,2454,,17.0,13.0,26.0,1196,2294,773,1753,2075,305.0,12.0,1052,211,1423,59,,3442,978.0,1244,1497,1916,1832,1.0,1454,1864,1038,,500,376,131,1.0,324,5760,2688,1988,1342,,58.0,832,637,326,336,2705,,54.0,18.0,431,1277,293.0,1217,317,342,33,,
0,HIP13880.txt,8520,,8202,3409,810,2563,15.0,31,2822,11741,,67.0,25.0,60.0,4399,9720,1043,7762,5414,969.0,36.0,3856,639,5970,153,,13204,6202.0,2419,4723,233,5611,,6039,1796,4015,,2299,1682,300,,677,17046,10323,6540,5008,,231.0,2598,1875,1774,1318,9386,,90.0,37.0,1238,3722,1004.0,5100,532,412,113,,
0,HIP03592.txt,12270,,13111,1901,1125,3394,63.0,73,5583,4755,2.0,44.0,79.0,118.0,6780,11672,2508,4010,11000,900.0,111.0,5562,2067,7636,328,,21586,16.0,3135,9387,5519,8906,2.0,10269,20195,14171,,4217,6153,648,,1488,23551,13280,13677,6259,,274.0,4122,2958,1961,659,11213,,220.0,101.0,2694,7217,1253.0,5599,2135,2583,290,,
0,HIP04527.txt,5031,,6849,2574,521,2016,33.0,26,1940,4858,,28.0,15.0,52.0,3265,6532,538,4404,4527,800.0,45.0,3281,940,2630,169,,8894,2444.0,1922,1860,5037,4320,1.0,3555,10420,5015,,1018,1926,261,,569,10972,6572,5998,2918,,140.0,1772,1136,1374,259,7646,,109.0,40.0,580,2737,649.0,2257,774,570,80,,
0,HIP16738.txt,8544,2.0,9629,3024,602,2156,53.0,37,3181,10126,2.0,48.0,27.0,82.0,5250,8002,1395,10079,5273,1099.0,58.0,3854,1262,5937,217,,10083,3828.0,3596,2331,7331,5316,1.0,4903,9318,9137,,1885,3024,538,4.0,1331,16508,7007,10915,3879,,185.0,2772,1880,1125,479,9385,,159.0,83.0,1369,3852,1189.0,3538,533,560,119,,
0,HIP05960.txt,9276,,13786,3671,1036,2868,45.0,231,2574,8146,2.0,51.0,40.0,55.0,5201,9392,2158,6232,6088,1494.0,55.0,4168,1803,5336,189,,13491,2338.0,2894,4111,7805,7685,2.0,6735,10846,11821,,2670,6151,470,1.0,1541,18538,6841,12515,6555,6.0,212.0,2872,3330,2322,1515,11673,,157.0,80.0,4374,4742,1223.0,4685,591,439,131,,
0,HIP05467.txt,1729,,2698,891,153,551,11.0,16,920,1170,,12.0,12.0,22.0,1440,2362,476,645,1852,371.0,11.0,1014,487,1171,45,,3229,2.0,619,1179,1860,1907,,1339,2861,2105,,407,815,103,,221,5025,2303,3202,1857,,48.0,725,510,391,257,2466,,25.0,24.0,306,1358,183.0,806,399,355,21,,
0,HIP13360.txt,5794,,6450,2668,656,1570,22.0,35,2473,6450,,37.0,38.0,73.0,4883,9085,810,6289,6784,1166.0,56.0,4267,977,4319,184,,13765,2718.0,2949,4744,9866,6117,3.0,5300,2163,4592,,2317,2948,285,1.0,592,15815,8388,6804,4158,,139.0,2448,1185,1069,756,10080,,99.0,41.0,878,2835,652.0,3574,823,1000,109,,
0,HIP08989.txt,13314,,18272,4867,1168,3084,25.0,281,2934,16691,2.0,92.0,48.0,102.0,4854,13457,1611,14662,7031,2190.0,73.0,7821,3200,4352,256,,15872,7902.0,2845,7099,6485,13379,2.0,7028,2375,12451,,2591,2946,566,1.0,1432,24332,12110,15556,9815,,248.0,4533,2996,3045,2613,19562,,164.0,106.0,1830,7305,788.0,6669,1567,1602,114,,
