TRAV35*01,TRAV8-6*01,TRAV9-2*01,TRAV1-1*01,TRAV22*01,TRAV36DV7*01,TRAV13-1*01,TRAV6*01,TRAV8-4*01,TRAV21*01,TRAV34*01,TRAV38-1*01,TRAV8-3*01,TRAV14DV4*01,TRAV27*01,TRAV13-2*01,TRAV40*01,TRAV1-2*01,TRAV23DV6*01,TRAV7*01,TRAV41*01,TRAV20*01,TRAV3*01,TRAV10*01,TRAV8-5*01,TRAV12-3*01,TRAV8-2*01,TRAV38-2DV8*01,TRAV8-1*01,TRAV5*01,TRAV4*01,TRAV39*01,TRAV29DV5*01,TRAV30*01,TRAV16*01,TRAV28*01,TRAV24*01,TRAV33*01,TRAV12-2*01,TRAV25*01,TRAV26-2*01,TRAV2*01,TRAV17*01,TRAV19*01,TRAV18*01,TRAV12-1*01,TRAV9-1*01,TRAV26-1*01
0.029609466140769956,0.026248541747680685,0.044247541803233155,0.008666185211932671,0.01977667907338481,0.015026942947614022,0.04252541525470807,0.015915782456530192,0.0233320371090495,0.034970279428920614,0.0049719460029998335,0.0180267762902061,0.02647075162490973,0.02508193989222821,0.02977612354869174,0.025748569523915337,0.013693683684239764,0.01799900005555247,0.0245264151991556,0.00027776234653630353,0.02605410810510527,0.022220987722904283,0.014582523193155936,0.021582134325870785,0.001333259263374257,0.026970723848675073,0.009471696016887951,0.03308149547247375,0.01413810343869785,0.016221321037720126,0.016721293261485474,0.02591522693183712,0.03141492139325593,0.00705516360202211,0.02291539358924504,5.555246930726071e-05,0.012221543247597355,0.0,0.030526081884339758,0.023193155935781345,0.02822065440808844,0.015026942947614022,0.03949780567746236,0.037275706905171936,2.7776234653630355e-05,0.03560913282595411,0.0004166435198044553,0.041358813399255595
0.02539575614685079,0.025968339508251937,0.05146513977770293,0.010778039744021556,0.016908049848433818,0.012563152576625127,0.04759178174469518,0.017413270461434826,0.03176153587066352,0.043617379589087235,0.003839676658807679,0.013910407544627822,0.031559447625463116,0.028696530818457393,0.023206466823846413,0.026103065005052207,0.008319299427416639,0.018928932300437858,0.02822499157965645,0.00020208824520040418,0.019939373526439878,0.020107780397440215,0.01761535870663523,0.018457393061636913,0.0013472549680026945,0.02846076119905692,0.011956887841023913,0.026237790501852477,0.017446951835634893,0.019131020545638262,0.01707645671943415,0.01839003031323678,0.03809363422027619,0.0071067699562142135,0.02155607948804311,0.00020208824520040418,0.012933647692825867,0.0,0.02438531492084877,0.019838329403839675,0.02199393735264399,0.0227012462108454,0.04125968339508252,0.030481643651060965,3.368137420006736e-05,0.037217918491074434,0.00023576961940047154,0.03933984506567868
0.029483102463213496,0.02657252196410284,0.043362259472861535,0.009782784455344149,0.01921522125801757,0.013690508273594568,0.04565299412493936,0.016547189133832803,0.028485959144073734,0.03988573276559047,0.005497763164986794,0.014633751953861908,0.0314234894626206,0.02759661510267881,0.02748881582493397,0.02522503099229235,0.0121274187462944,0.02455128550638711,0.026491672505794213,0.00016169891661725865,0.025952676117070014,0.01937692017463483,0.018325877216622648,0.023661941464992186,0.001697838624481216,0.0239853392982267,0.009944483371961408,0.025198081172856143,0.018379776855495068,0.017140085161429418,0.017894680105643292,0.022341400312617905,0.019457769632943458,0.007896297094809464,0.02196410284051097,0.00018864873605346845,0.011723171454751253,0.0,0.03271708079555867,0.020212364577157332,0.027084568533390828,0.02279954724303347,0.03999353204333531,0.031773837115291324,2.6949819436209777e-05,0.038484342154907564,0.00040424729154314666,0.03349862555920875
0.02977534128775664,0.024508223153821347,0.040667884911677235,0.012397434519330681,0.0199935504675911,0.012755741875380701,0.044107635529757425,0.017557060446450966,0.029381203196101616,0.039234655487477156,0.002436490021140134,0.004765487835465262,0.031853523952846755,0.03755061091404206,0.027518004944641513,0.027195528324196496,0.013866494679135763,0.02819878892113655,0.02758966641585152,7.166147121000394e-05,0.026801390232541474,0.022501701959941237,0.02088931885771615,0.02074599591529614,0.002436490021140134,0.025403991543946396,0.012289942312515676,0.02712386685298649,0.01727041456161095,0.01307821849582572,0.018488659572181015,0.024579884625031353,0.020853488122111147,0.009315991257300512,0.024508223153821347,0.0003224766204450177,0.011895804220860654,0.0,0.03221183130889677,0.019921888996381094,0.023039162994016267,0.01730624529721595,0.0436418359668924,0.02887957289763159,0.0,0.03357339926188685,0.0003224766204450177,0.031172739976351716
0.028126352228472522,0.026828212894850715,0.0441367373431415,0.013414106447425357,0.01730852444829078,0.013846819558632626,0.056252704456945045,0.02293379489398529,0.0298572046733016,0.03375162267416703,0.006490696668109044,0.023366508005192556,0.032453483340545215,0.028991778450887063,0.0199048031155344,0.0298572046733016,0.0073561228905235825,0.018173950670705322,0.016875811337083515,0.0,0.01947209000432713,0.01947209000432713,0.01947209000432713,0.019039376893119863,0.0038944180008654264,0.021635655560363478,0.009086975335352661,0.024664647338814367,0.016010385114668974,0.015577672003461706,0.016875811337083515,0.014279532669839896,0.03028991778450887,0.00865426222414539,0.025530073561228904,0.0,0.010817827780181739,0.0,0.035482475118996104,0.02206836867157075,0.02206836867157075,0.02206836867157075,0.05106014712245781,0.02293379489398529,0.0,0.039376893119861534,0.00043271311120726956,0.0398096062310688
0.030863459099935403,0.024977869225064,0.04383089695432687,0.009761466133933057,0.01617340957484987,0.015001076632294184,0.043424169198746324,0.014546498552527693,0.01708256573438285,0.04031389812665981,0.004856807904873556,0.005143909849989234,0.031844390745747304,0.03141373782807379,0.02768141254156997,0.03129411201760892,0.011938655884393617,0.022465727205301815,0.02686795703040888,0.0001196258104648659,0.0246189917936694,0.020671340048328827,0.018039572218101776,0.016651912816709333,0.0020814891020886667,0.02708328348924564,0.011005574562767663,0.030648132641098644,0.018063497380194752,0.01595808311601311,0.01736966767949853,0.021030217479723425,0.03823240902457114,0.007033997655334115,0.021652271694140728,0.00021532645883675863,0.012512859774624973,0.0,0.032944948202024066,0.020910591669258558,0.02737038543436132,0.017848170921357993,0.04622341316362418,0.0298825274541235,4.785032418594636e-05,0.034667559872718134,0.00040672775558054405,0.037227552216666265
0.03556242752222652,0.03070296537633221,0.04459108730465514,0.004362471699155116,0.017891656082610858,0.016980506930255674,0.04072560605223922,0.013363520901209344,0.030067922027721024,0.04909161190568226,0.005384063173007897,0.006350433486111878,0.027859075597769064,0.027776243856645868,0.024407753050969132,0.024407753050969132,0.015434314429289303,0.012976972775967752,0.02863217184825225,2.761058037439947e-05,0.031034292340825005,0.02286156055000276,0.01457838643768292,0.018140151305980453,0.0016290242420895686,0.02661659948092109,0.008393616433817438,0.03398862444088575,0.013115025677839749,0.013970953669446132,0.011624054337622177,0.026892705284665083,0.04113976475785521,0.007648130763708653,0.023910762604229942,0.00019327406262079628,0.01358440554420454,5.522116074879894e-05,0.024711469435087525,0.020487050637804406,0.029432878679109833,0.014440333535810923,0.04461869788502954,0.03158650394831299,0.0,0.03031641725109062,0.00016566348224639682,0.038268264398917666
0.03429401540896002,0.022049858621494722,0.038833692183973645,0.004980673947443513,0.01974110871877351,0.016057485278476745,0.037640405717398635,0.013152092142468028,0.025084956808218112,0.04090897299540844,0.006303665464733196,0.03727723157539754,0.024462372564787675,0.03172585540480946,0.02978027964408934,0.023320968118498535,0.01927417053620068,0.01426755557861423,0.026304184284936055,0.00015564606085760978,0.032374380658382836,0.01948169861734416,0.008560533347168539,0.01730265376533762,0.001530519598433163,0.02721211963993878,0.008378946276167995,0.04036421178240681,0.012918623051181613,0.011206516381747906,0.013152092142468028,0.031155153181664893,0.03263379075981219,0.00752289294145114,0.018936937404342526,0.00010376404057173986,0.012737035980181069,0.0,0.02998780772523282,0.019507639627487094,0.03592829904796493,0.011517808503463125,0.04316584087784378,0.029313341461516512,0.0,0.03081792004980674,0.0002853511115722846,0.03828893097097201
0.029227801484772314,0.029403168293680948,0.058981703396270534,0.008008417606827615,0.017712047699772023,0.009878996901853043,0.04787513883205705,0.01677675805225931,0.036008651429239494,0.041561933711346234,0.005494826679137196,0.014847723154264336,0.030104635529315485,0.027707955807564154,0.02612965452738645,0.027824867013503243,0.010171274916700767,0.01981644940667563,0.0277664114105337,0.0,0.020634827848249254,0.01882270415619337,0.01578301280177705,0.016601391243350676,0.001929034897994973,0.028350967440229146,0.010346641725609399,0.03028000233822412,0.012567954638452096,0.016601391243350676,0.01514000116911206,0.02297305196703104,0.005904015899924008,0.0077745951949494355,0.02297305196703104,0.00029227801484772313,0.0141462559186298,0.0,0.03133220319167592,0.024902086865026013,0.025662009703630095,0.021862395510609693,0.044075524639036655,0.031098380779797742,0.0,0.038697609165838545,0.00017536680890863388,0.035774829017361315
0.03211209586818125,0.02624516290101111,0.04281612782424167,0.007895393833478967,0.01775683435276495,0.015759580576707028,0.04727874173012108,0.013013356634627387,0.027774310323305455,0.038135064286605916,0.004306578454624891,0.02162651354387717,0.028897765572338033,0.029833978279865184,0.02655723380352016,0.025340157283734864,0.012670078641867432,0.01669579328423418,0.027087754337785545,0.00012482836100362001,0.02674447634502559,0.02299962551491699,0.012295593558856573,0.01716389963799775,0.0017475970540506804,0.02175134190488079,0.009861440519285981,0.03410934964423917,0.016820621645237798,0.014636125327674448,0.013762326800649108,0.02499687929097491,0.03904006990388216,0.007208837847959056,0.021064785919360878,0.00018724254150543002,0.013294220446885533,0.0,0.030146049182374235,0.02231306952939708,0.028211209586818126,0.014417675695918113,0.04471976032954687,0.030582948445886906,0.0,0.02999001373111971,0.00028086381225814503,0.039726625889402074
